season,week,celebrity_name,judge_share,audience_share,combined_share,final_rank_alt_pct,pred_eliminated_alt_pct,judge_total_score
24,1,Mr. T,0.06622516556289199,0.0,0.06622516556289199,12.0,0,20.0
24,2,Bonner Bolton,0.08536585365851056,0.1257136621918286,0.21107951585033918,1.0,0,28.0
24,2,Simone Biles,0.08841463414631451,0.12002137834444003,0.20843601249075455,2.0,0,29.0
24,2,David Ross,0.08231707317070662,0.11568703765012328,0.19800411082082991,3.0,0,27.0
24,2,Normani,0.09756097560972636,0.09718391632624178,0.19474489193596814,4.0,0,32.0
24,2,Rashad Jennings,0.09756097560972636,0.09718391632624178,0.19474489193596814,4.0,0,32.0
24,2,Nancy Kerrigan,0.08536585365851056,0.10592882372226015,0.19129467738077072,6.0,0,28.0
24,2,Heather Morris,0.09146341463411846,0.09694274676815436,0.18840616140227281,7.0,0,30.0
24,2,Erika Jayne,0.08536585365851056,0.09358073741384904,0.1789465910723596,8.0,0,28.0
24,2,Nick Viall,0.07621951219509872,0.08614638928730034,0.16236590148239904,9.0,0,25.0
24,2,Charo,0.07621951219509872,0.047800617335988824,0.12402012953108754,10.0,0,25.0
24,2,Chris Kattan,0.06707317073168687,0.01381077463357175,0.08088394536525861,11.0,0,22.0
24,2,Mr. T,0.06707317073168687,0.0,0.06707317073168687,12.0,1,22.0
24,3,Normani,0.10793650793647368,0.11668190034063937,0.22461840827711305,1.0,0,34.0
24,3,Simone Biles,0.10158730158726934,0.12100343035148407,0.2225907319387534,2.0,0,32.0
24,3,Nancy Kerrigan,0.10476190476187151,0.11698790044603478,0.2217498052079063,3.0,0,33.0
24,3,Rashad Jennings,0.08888888888886068,0.12531470003205467,0.21420358892091534,4.0,0,28.0
24,3,Heather Morris,0.10476190476187151,0.10681032960059911,0.21157223436247063,5.0,0,33.0
24,3,David Ross,0.09841269841266717,0.11139377466687263,0.2098064730795398,6.0,0,31.0
24,3,Erika Jayne,0.08253968253965634,0.11078392570115002,0.19332360824080635,7.0,0,26.0
24,3,Nick Viall,0.08253968253965634,0.09727656446611506,0.1798162470057714,8.0,0,26.0
24,3,Bonner Bolton,0.07619047619045201,0.06837984949623922,0.14457032568669123,9.0,0,24.0
24,3,Charo,0.07619047619045201,0.025367624898811017,0.10155810108926303,10.0,0,24.0
24,3,Mr. T,0.07619047619045201,0.0,0.07619047619045201,11.0,1,24.0
24,4,Normani,0.09815950920242388,0.1506443683544358,0.24880387755685968,1.0,0,32.0
24,4,Rashad Jennings,0.11963190184045411,0.11174496924380767,0.23137687108426178,2.0,0,39.0
24,4,Heather Morris,0.10736196319015112,0.12211371909850335,0.22947568228865448,3.0,0,35.0
24,4,Nancy Kerrigan,0.10122699386499963,0.1251708821569534,0.22639787602195305,4.0,0,33.0
24,4,Simone Biles,0.11042944785272686,0.11357137015941626,0.2240008180121431,5.0,0,36.0
24,4,David Ross,0.09509202453984814,0.1225843969751636,0.21767642151501174,6.0,0,31.0
24,4,Erika Jayne,0.09202453987727238,0.0904225911359036,0.182447131013176,7.0,0,30.0
24,4,Bonner Bolton,0.09815950920242388,0.08118798765090324,0.17934749685332713,8.0,0,32.0
24,4,Nick Viall,0.09202453987727238,0.08255971522491315,0.17458425510218553,9.0,0,30.0
24,4,Mr. T,0.0858895705521209,0.0,0.0858895705521209,10.0,1,28.0
24,5,Normani,0.12828947368416832,0.18453793904955476,0.31282741273372305,1.0,0,39.0
24,5,Heather Morris,0.1118421052631211,0.18299897832446765,0.29484108358758876,2.0,0,34.0
24,5,Rashad Jennings,0.10526315789470223,0.1769778899270705,0.28224104782177273,3.0,0,32.0
24,5,Simone Biles,0.12499999999995888,0.1544501991825661,0.279450199182525,4.0,0,38.0
