season,week,celebrity_name,judge_rank,audience_rank,final_rank,pred_eliminated,survival_prob
1,1,Joey McIntyre,1.0,1.0,1.0,0,0.9450053574404901
1,1,John O'Hurley,1.0,1.0,1.0,0,0.9450053574404901
1,1,Rachel Hunter,1.0,1.0,1.0,0,0.9450053574404901
1,1,Evander Holyfield,4.0,4.0,4.0,0,0.894874634565634
1,1,Trista Sutter,4.0,5.0,5.0,0,0.8583156390088929
1,1,Kelly Monaco,6.0,6.0,6.0,0,0.747844525786072
1,2,John O'Hurley,1.0,1.0,1.0,0,0.9842748647376762
1,2,Rachel Hunter,2.0,3.0,2.0,0,0.9260193044994668
1,2,Joey McIntyre,3.0,2.0,2.0,0,0.9355699764679045
1,2,Trista Sutter,4.0,4.0,4.0,0,0.8467921765161751
1,2,Kelly Monaco,5.0,6.0,5.0,0,0.749579510204768
1,2,Evander Holyfield,6.0,5.0,5.0,1,0.7410624591749704
1,3,Rachel Hunter,1.0,2.0,1.0,0,0.9694364510782674
1,3,John O'Hurley,2.0,1.0,1.0,0,0.9573122997622449
1,3,Joey McIntyre,3.0,3.0,3.0,0,0.9150498349161935
1,3,Kelly Monaco,4.0,4.0,4.0,0,0.7714292136649719
1,3,Evander Holyfield,5.0,5.0,5.0,1,0.6781533068316548
1,4,Rachel Hunter,2.0,1.0,1.0,0,0.9053488512929949
1,4,Kelly Monaco,1.0,4.0,2.0,0,0.7959067609172222
1,4,John O'Hurley,3.0,2.0,2.0,0,0.852933640566407
1,4,Joey McIntyre,4.0,3.0,4.0,1,0.7793944218931035
1,5,John O'Hurley,1.0,2.0,1.0,0,0.8350214387404242
1,5,Joey McIntyre,3.0,1.0,2.0,0,0.7404465414140828
1,5,Kelly Monaco,2.0,3.0,3.0,1,0.7207616855950996
1,6,Kelly Monaco,1.0,2.0,1.0,0,0.26441358659601133
1,6,John O'Hurley,2.0,1.0,1.0,1,0.2643530411195576
2,1,Giselle Fernandez,2.0,2.0,1.0,0,1.0
2,1,Tatum O'Neal,2.0,2.0,1.0,0,1.0
2,1,Drew Lachey,1.0,4.0,3.0,0,1.0
2,1,Stacy Keibler,4.0,1.0,3.0,0,1.0
2,1,Jerry Rice,5.0,7.0,5.0,0,0.9448826904805375
2,1,Tia Carrere,6.0,6.0,5.0,0,0.9396111932073525
2,1,Lisa Rinna,7.0,5.0,5.0,0,0.9343396959341674
2,1,George Hamilton,8.0,8.0,8.0,0,0.8641468549650151
2,1,Kenny Mayne,9.0,9.0,9.0,0,0.7680997337674677
2,1,Master P,10.0,10.0,10.0,1,0.7206135446423089
2,2,Stacy Keibler,1.0,2.0,1.0,0,1.0
2,2,Drew Lachey,2.0,1.0,1.0,0,1.0
2,2,Giselle Fernandez,3.0,3.0,3.0,0,0.9752001420327362
2,2,Jerry Rice,4.0,4.0,4.0,0,0.9628329187525444
2,2,Tia Carrere,5.0,5.0,5.0,0,0.9531576195135616
2,2,George Hamilton,5.0,6.0,6.0,0,0.9174974720945088
2,2,Lisa Rinna,7.0,8.0,7.0,0,0.8381750892297738
2,2,Tatum O'Neal,8.0,7.0,7.0,0,0.8755698088482378
2,2,Master P,9.0,9.0,9.0,1,0.7224841801418485
2,3,Drew Lachey,1.0,2.0,1.0,0,1.0
2,3,Stacy Keibler,1.0,2.0,1.0,0,1.0
2,3,Tia Carrere,3.0,1.0,3.0,0,1.0
2,3,Lisa Rinna,4.0,5.0,4.0,0,0.9405212416628927
2,3,Giselle Fernandez,5.0,4.0,4.0,0,0.9518413407815706
2,3,George Hamilton,5.0,6.0,6.0,0,0.9067322992567639
2,3,Jerry Rice,7.0,7.0,7.0,0,0.847936609094403
2,3,Master P,8.0,8.0,8.0,1,0.6753583216365698
2,4,Stacy Keibler,2.0,2.0,1.0,0,1.0
2,4,Drew Lachey,1.0,4.0,2.0,0,1.0
2,4,Lisa Rinna,2.0,3.0,2.0,0,0.9878622348556587
2,4,Tia Carrere,4.0,1.0,2.0,0,0.9906061530418588
2,4,Jerry Rice,5.0,5.0,5.0,0,0.8837170087670677
2,4,George Hamilton,6.0,6.0,6.0,0,0.8135606299431302
2,4,Master P,7.0,7.0,7.0,1,0.5604409941542317
2,5,Stacy Keibler,1.0,1.0,1.0,0,0.9696432867218698
2,5,Drew Lachey,2.0,3.0,2.0,0,0.9099615430170028
2,5,Lisa Rinna,3.0,2.0,2.0,0,0.8966715284123933
2,5,George Hamilton,4.0,6.0,4.0,1,0.7730214476664912
2,5,Jerry Rice,5.0,5.0,4.0,0,0.7579930252812812
2,5,Tia Carrere,6.0,4.0,4.0,0,0.8069577583873996
2,6,Stacy Keibler,1.0,1.0,1.0,0,0.916021049554572
2,6,Drew Lachey,1.0,2.0,2.0,0,0.898756904435187
2,6,Lisa Rinna,3.0,3.0,3.0,0,0.818129948116983
2,6,George Hamilton,4.0,4.0,4.0,0,0.6927207948210206
2,6,Jerry Rice,4.0,5.0,5.0,1,0.6809520946337969
2,7,Stacy Keibler,1.0,1.0,1.0,0,0.9341012235506425
2,7,Drew Lachey,1.0,3.0,2.0,0,0.9137011410194589
2,7,Lisa Rinna,3.0,2.0,3.0,0,0.8527103675632696
2,7,Jerry Rice,4.0,4.0,4.0,1,0.6350909547920947
2,8,Stacy Keibler,2.0,1.0,1.0,0,0.38051748353979686
2,8,Drew Lachey,1.0,3.0,2.0,1,0.363447600823426
2,8,Jerry Rice,3.0,2.0,3.0,1,0.11757071325134061
3,1,Vivica A. Fox,3.0,1.0,1.0,0,1.0
3,1,Willa Ford,3.0,1.0,1.0,0,1.0
3,1,Mario Lopez,1.0,4.0,3.0,0,1.0
3,1,Emmitt Smith,2.0,3.0,3.0,0,1.0
3,1,Joey Lawrence,5.0,5.0,5.0,0,0.9671895402807265
3,1,Monique Coleman,6.0,6.0,6.0,0,0.9483638859156361
3,1,Shanna Moakler,7.0,7.0,7.0,0,0.9374366923472186
3,1,Harry Hamlin,8.0,8.0,8.0,0,0.8956061995172925
3,1,Jerry Springer,9.0,9.0,9.0,0,0.8310690548433726
3,1,Sara Evans,10.0,10.0,10.0,0,0.7835828657182138
3,1,Tucker Carlson,11.0,11.0,11.0,1,0.7666547038919724
3,2,Joey Lawrence,1.0,3.0,1.0,0,1.0
3,2,Monique Coleman,2.0,2.0,1.0,0,1.0
3,2,Emmitt Smith,3.0,5.0,3.0,0,0.9765295633413682
3,2,Mario Lopez,7.0,1.0,3.0,0,0.9686191089317523
3,2,Willa Ford,5.0,4.0,5.0,0,0.9703773016776653
3,2,Vivica A. Fox,3.0,7.0,6.0,0,0.9236341454819464
3,2,Shanna Moakler,6.0,6.0,7.0,0,0.9051865596871245
3,2,Harry Hamlin,7.0,8.0,8.0,0,0.8532246694470953
3,2,Sara Evans,7.0,9.0,9.0,0,0.8464959088335502
3,2,Jerry Springer,10.0,10.0,10.0,1,0.7562323098851715
3,3,Monique Coleman,1.0,1.0,1.0,0,1.0
3,3,Vivica A. Fox,1.0,3.0,2.0,0,0.9750610365103237
3,3,Mario Lopez,4.0,2.0,3.0,0,0.9538655844408841
3,3,Sara Evans,3.0,5.0,4.0,0,0.9411893263232116
3,3,Joey Lawrence,4.0,4.0,4.0,0,0.9456124391771799
3,3,Willa Ford,4.0,6.0,6.0,0,0.9261690019794077
3,3,Harry Hamlin,4.0,7.0,7.0,0,0.9144734260448685
3,3,Jerry Springer,8.0,9.0,8.0,0,0.7006176195981119
3,3,Emmitt Smith,9.0,8.0,8.0,1,0.8401573437622978
3,4,Mario Lopez,1.0,2.0,1.0,0,1.0
3,4,Willa Ford,2.0,1.0,1.0,0,1.0
3,4,Joey Lawrence,3.0,3.0,3.0,0,0.9586863598894979
3,4,Monique Coleman,4.0,4.0,4.0,0,0.9441665835603507
3,4,Vivica A. Fox,4.0,5.0,5.0,0,0.9346204461155094
3,4,Emmitt Smith,4.0,6.0,6.0,0,0.8755211741814837
3,4,Jerry Springer,7.0,8.0,7.0,1,0.7022614976530406
3,4,Sara Evans,8.0,7.0,7.0,0,0.7951742913581854
3,5,Monique Coleman,1.0,2.0,1.0,0,0.9506949004772194
3,5,Mario Lopez,1.0,3.0,2.0,0,0.9086681936972275
3,5,Willa Ford,1.0,4.0,3.0,0,0.9067553458821743
3,5,Emmitt Smith,1.0,5.0,4.0,0,0.8691804061821852
3,5,Joey Lawrence,5.0,1.0,4.0,0,0.8789003108962357
3,5,Sara Evans,6.0,6.0,6.0,1,0.7304849338842454
3,5,Jerry Springer,6.0,7.0,7.0,1,0.6212996688635936
3,6,Mario Lopez,1.0,1.0,1.0,0,0.9475989490310467
3,6,Emmitt Smith,2.0,4.0,2.0,0,0.8519808532932328
3,6,Joey Lawrence,3.0,3.0,2.0,0,0.8487228928367253
3,6,Monique Coleman,4.0,2.0,2.0,0,0.8383473270282092
3,6,Jerry Springer,5.0,5.0,5.0,0,0.5257151111264036
3,7,Joey Lawrence,1.0,2.0,1.0,0,0.9204909763233101
3,7,Mario Lopez,3.0,1.0,2.0,0,0.9066663360454525
3,7,Emmitt Smith,1.0,4.0,3.0,0,0.8828907740448699
3,7,Monique Coleman,4.0,3.0,4.0,0,0.786296410367228
3,7,Jerry Springer,5.0,5.0,5.0,1,0.5132898555729631
3,8,Mario Lopez,1.0,2.0,1.0,0,0.8667242753267268
3,8,Joey Lawrence,2.0,1.0,1.0,0,0.8361435638509471
3,8,Emmitt Smith,2.0,3.0,3.0,0,0.8064942783943492
3,8,Monique Coleman,4.0,4.0,4.0,1,0.6900234460838605
3,9,Joey Lawrence,1.0,1.0,1.0,0,0.8457691709531802
3,9,Mario Lopez,1.0,2.0,2.0,0,0.837715932719612
3,9,Emmitt Smith,1.0,3.0,3.0,1,0.8022025102127448
3,10,Mario Lopez,1.0,1.0,1.0,0,0.3529961036207139
3,10,Emmitt Smith,1.0,2.0,2.0,1,0.3169420515863077
4,1,Joey Fatone,1.0,2.0,1.0,0,1.0
4,1,Laila Ali,2.0,1.0,1.0,0,1.0
4,1,Apolo Anton Ohno,3.0,3.0,3.0,0,0.9771276913265186
4,1,Ian Ziering,3.0,3.0,3.0,0,0.9771276913265186
4,1,Paulina Porizkova,5.0,5.0,5.0,0,0.9454773508541616
4,1,Shandi Finnessey,5.0,5.0,5.0,0,0.9454773508541616
4,1,Heather Mills,7.0,8.0,7.0,0,0.8851664756217364
4,1,John Ratzenberger,8.0,7.0,7.0,0,0.8798949783485515
4,1,Clyde Drexler,9.0,9.0,9.0,0,0.8153578336746314
4,1,Leeza Gibbons,10.0,10.0,10.0,0,0.7678716445494728
4,1,Billy Ray Cyrus,11.0,11.0,11.0,0,0.7490459901843824
4,2,Heather Mills,3.0,1.0,1.0,0,1.0
4,2,Joey Fatone,3.0,1.0,1.0,0,1.0
4,2,Laila Ali,1.0,4.0,3.0,0,1.0
4,2,Apolo Anton Ohno,2.0,3.0,3.0,0,1.0
4,2,Ian Ziering,5.0,5.0,5.0,0,0.9595732115655101
4,2,John Ratzenberger,6.0,7.0,6.0,0,0.895380767685573
4,2,Paulina Porizkova,6.0,8.0,7.0,0,0.8951134952420727
4,2,Leeza Gibbons,6.0,9.0,8.0,0,0.8886520070720278
4,2,Billy Ray Cyrus,6.0,10.0,9.0,0,0.8767966588215808
4,2,Shandi Finnessey,10.0,6.0,9.0,0,0.8902628827033489
4,2,Clyde Drexler,11.0,11.0,11.0,1,0.7284697149380417
4,3,Heather Mills,1.0,1.0,1.0,0,1.0
4,3,Joey Fatone,1.0,2.0,2.0,0,0.9930249211029709
4,3,Ian Ziering,1.0,4.0,3.0,0,0.9796444757609155
4,3,Leeza Gibbons,1.0,5.0,4.0,0,0.973613124590793
4,3,Apolo Anton Ohno,5.0,3.0,5.0,0,0.9547869972216183
4,3,Laila Ali,6.0,6.0,6.0,0,0.9199305469861537
4,3,Billy Ray Cyrus,6.0,7.0,7.0,0,0.8576064645381011
4,3,Shandi Finnessey,6.0,9.0,8.0,0,0.8501478668482225
4,3,John Ratzenberger,9.0,8.0,9.0,0,0.8260613358332277
4,3,Clyde Drexler,10.0,10.0,10.0,1,0.6598226303426659
4,4,Apolo Anton Ohno,2.0,1.0,1.0,0,1.0
4,4,Joey Fatone,1.0,4.0,2.0,0,1.0
4,4,Ian Ziering,3.0,3.0,3.0,0,0.9749595747741522
4,4,Heather Mills,4.0,2.0,3.0,0,0.9725747626108734
4,4,Laila Ali,5.0,5.0,5.0,0,0.9041489038767834
4,4,Billy Ray Cyrus,5.0,6.0,6.0,0,0.8761575227492292
4,4,Leeza Gibbons,7.0,7.0,7.0,0,0.7730899041476158
4,4,John Ratzenberger,7.0,8.0,8.0,0,0.7168813228530088
4,4,Clyde Drexler,9.0,9.0,9.0,1,0.6008208911611117
4,5,Laila Ali,2.0,1.0,1.0,0,1.0
4,5,Apolo Anton Ohno,1.0,3.0,2.0,0,1.0
4,5,Joey Fatone,3.0,2.0,3.0,0,0.9726833131042898
4,5,Ian Ziering,4.0,4.0,4.0,0,0.9282818896179268
4,5,Heather Mills,5.0,5.0,5.0,0,0.9072317730282132
4,5,John Ratzenberger,6.0,7.0,6.0,0,0.7314911041207649
4,5,Billy Ray Cyrus,7.0,6.0,6.0,0,0.7666730120679596
4,5,Clyde Drexler,8.0,8.0,8.0,1,0.5405348716582358
4,6,Apolo Anton Ohno,1.0,1.0,1.0,0,0.9827940165063804
4,6,Laila Ali,1.0,2.0,2.0,0,0.9758654236147611
4,6,Joey Fatone,3.0,4.0,3.0,0,0.9305430063586314
4,6,Heather Mills,5.0,3.0,4.0,0,0.9037361262221061
4,6,Ian Ziering,4.0,5.0,5.0,0,0.8770117637247936
4,6,Billy Ray Cyrus,6.0,6.0,6.0,0,0.716752838392803
4,6,John Ratzenberger,7.0,7.0,7.0,1,0.6761135057753458
4,7,Laila Ali,1.0,1.0,1.0,0,0.9699443510141356
4,7,Joey Fatone,1.0,4.0,2.0,0,0.947824112394728
4,7,Apolo Anton Ohno,3.0,2.0,2.0,0,0.9215588233538268
4,7,Ian Ziering,3.0,3.0,4.0,0,0.9019091139530462
4,7,John Ratzenberger,5.0,6.0,5.0,0,0.6405400145780626
4,7,Billy Ray Cyrus,6.0,5.0,5.0,1,0.6277040622790203
4,8,Apolo Anton Ohno,1.0,1.0,1.0,0,0.9782712769551583
4,8,Joey Fatone,2.0,3.0,2.0,0,0.9268458773660979
4,8,Laila Ali,3.0,2.0,2.0,0,0.9190743601535108
4,8,Ian Ziering,4.0,4.0,4.0,0,0.8165913784803871
4,8,Billy Ray Cyrus,5.0,5.0,5.0,1,0.6070920522400406
4,9,Laila Ali,1.0,3.0,1.0,0,0.8346541926072409
4,9,Apolo Anton Ohno,3.0,1.0,1.0,0,0.8373904325748628
4,9,Joey Fatone,1.0,4.0,3.0,0,0.833992334323729
4,9,Ian Ziering,4.0,2.0,4.0,1,0.7267115009911205
4,10,Apolo Anton Ohno,1.0,3.0,1.0,1,0.32329013397646533
4,10,Joey Fatone,2.0,2.0,1.0,1,0.3072915323874921
4,10,Laila Ali,3.0,1.0,1.0,0,0.2650435277982808
5,1,Jane Seymour,3.0,1.0,1.0,0,1.0
5,1,Mel B,3.0,1.0,1.0,0,1.0
5,1,Sabrina Bryan,1.0,4.0,3.0,0,1.0
5,1,Helio Castroneves,2.0,3.0,3.0,0,1.0
5,1,Albert Reed,5.0,5.0,5.0,0,0.9583402070440096
5,1,Cameron Mathison,5.0,5.0,5.0,0,0.9583402070440096
5,1,Jennie Garth,5.0,5.0,5.0,0,0.9583402070440096
5,1,Marie Osmond,5.0,5.0,5.0,0,0.9583402070440096
5,1,Mark Cuban,5.0,5.0,5.0,0,0.9583402070440096
5,1,Wayne Newton,10.0,10.0,10.0,0,0.8500575067751049
5,1,Floyd Mayweather Jr. ,11.0,11.0,11.0,0,0.8025713176499463
5,1,Josie Maran,12.0,12.0,12.0,1,0.7837456632848558
5,2,Marie Osmond,3.0,1.0,1.0,0,1.0
5,2,Helio Castroneves,1.0,4.0,2.0,0,1.0
5,2,Sabrina Bryan,2.0,3.0,2.0,0,1.0
5,2,Mel B,4.0,2.0,4.0,0,0.9885105707719317
5,2,Jane Seymour,5.0,5.0,5.0,0,0.9536028874910405
5,2,Floyd Mayweather Jr. ,5.0,6.0,6.0,0,0.9373132103069854
5,2,Albert Reed,5.0,7.0,7.0,0,0.9322298467983079
5,2,Cameron Mathison,5.0,7.0,7.0,0,0.9322298467983079
5,2,Jennie Garth,5.0,7.0,7.0,0,0.9322298467983079
5,2,Mark Cuban,10.0,10.0,10.0,0,0.8540348575767849
5,2,Wayne Newton,11.0,11.0,11.0,1,0.6853361541880454
5,3,Jane Seymour,1.0,4.0,1.0,0,1.0
5,3,Mel B,1.0,4.0,1.0,0,1.0
5,3,Sabrina Bryan,1.0,4.0,1.0,0,1.0
5,3,Marie Osmond,4.0,1.0,1.0,0,0.9950576187939367
5,3,Jennie Garth,4.0,3.0,5.0,0,0.9779182600837412
5,3,Helio Castroneves,6.0,2.0,6.0,0,0.9708958395801724
5,3,Cameron Mathison,7.0,7.0,7.0,0,0.928160786949795
5,3,Floyd Mayweather Jr. ,8.0,8.0,8.0,0,0.8291728651272949
5,3,Mark Cuban,9.0,9.0,9.0,0,0.7973465236527092
5,3,Wayne Newton,10.0,10.0,10.0,1,0.6599709106901488
5,4,Sabrina Bryan,1.0,1.0,1.0,0,1.0
5,4,Helio Castroneves,2.0,2.0,2.0,0,0.9895923032636833
5,4,Jennie Garth,2.0,4.0,3.0,0,0.9828537155272178
5,4,Mel B,5.0,3.0,4.0,0,0.9588393347312943
5,4,Cameron Mathison,2.0,7.0,5.0,0,0.946803109824689
5,4,Jane Seymour,5.0,5.0,6.0,0,0.9551667611236107
5,4,Marie Osmond,5.0,6.0,7.0,0,0.9446418935247992
5,4,Floyd Mayweather Jr. ,8.0,8.0,8.0,0,0.7709730483951037
5,4,Mark Cuban,9.0,9.0,9.0,1,0.7268393207342746
5,5,Mel B,1.0,1.0,1.0,0,1.0
5,5,Sabrina Bryan,2.0,2.0,2.0,0,0.9806180769254709
5,5,Jane Seymour,3.0,3.0,3.0,0,0.9547314085537151
5,5,Cameron Mathison,3.0,5.0,4.0,0,0.9410699204978995
5,5,Jennie Garth,5.0,4.0,5.0,0,0.9267105594695717
5,5,Helio Castroneves,6.0,6.0,6.0,0,0.9048796049560962
5,5,Marie Osmond,7.0,7.0,7.0,0,0.7900123389019197
5,5,Mark Cuban,7.0,8.0,8.0,1,0.6501012911888381
5,6,Mel B,1.0,1.0,1.0,0,0.9706715621683082
5,6,Helio Castroneves,2.0,2.0,2.0,0,0.9539231052518747
5,6,Sabrina Bryan,4.0,3.0,3.0,0,0.9087011807014669
5,6,Jennie Garth,3.0,5.0,4.0,0,0.9071174084751981
5,6,Cameron Mathison,4.0,4.0,4.0,0,0.9000578906903113
5,6,Marie Osmond,6.0,7.0,6.0,0,0.7771275057336129
5,6,Jane Seymour,7.0,6.0,6.0,1,0.828326390825741
5,7,Jennie Garth,2.0,2.0,1.0,0,0.8674030728165288
5,7,Helio Castroneves,3.0,1.0,1.0,0,0.845279313870593
5,7,Mel B,1.0,5.0,3.0,0,0.8626393552979548
5,7,Marie Osmond,3.0,6.0,4.0,0,0.7469014430367639
5,7,Cameron Mathison,5.0,4.0,4.0,1,0.7705992019130223
5,7,Jane Seymour,6.0,3.0,4.0,0,0.7429359234666283
5,8,Mel B,2.0,1.0,1.0,0,0.858802924060796
5,8,Helio Castroneves,1.0,3.0,2.0,0,0.8504883457906406
5,8,Jennie Garth,4.0,2.0,3.0,0,0.7608125522112054
5,8,Cameron Mathison,3.0,4.0,4.0,0,0.7522648037365784
5,8,Marie Osmond,5.0,5.0,5.0,1,0.6574916966646529
5,9,Mel B,1.0,2.0,1.0,0,0.8610717565645482
5,9,Helio Castroneves,1.0,3.0,2.0,0,0.8560455854569174
5,9,Jennie Garth,3.0,1.0,2.0,0,0.801323733926561
5,9,Marie Osmond,4.0,4.0,4.0,1,0.6573169446120098
5,10,Helio Castroneves,2.0,1.0,1.0,0,0.35690973771665546
5,10,Mel B,1.0,3.0,2.0,1,0.3669683326928812
5,10,Marie Osmond,3.0,2.0,3.0,1,0.073693774976205
6,1,Mario,2.0,3.0,1.0,0,1.0
6,1,Priscilla Presley,2.0,3.0,1.0,0,1.0
6,1,Jason Taylor,4.0,1.0,1.0,0,1.0
6,1,Marlee Matlin,4.0,1.0,1.0,0,1.0
6,1,Kristi Yamaguchi,1.0,5.0,5.0,0,1.0
6,1,Cristian de la Fuente,6.0,6.0,6.0,0,0.968393991176978
6,1,Shannon Elizabeth,6.0,6.0,6.0,0,0.968393991176978
6,1,Marissa Jaret Winokur,8.0,8.0,8.0,0,0.902082147686729
6,1,Steve Guttenberg,8.0,8.0,8.0,0,0.902082147686729
6,1,Penn Jillette,10.0,10.0,10.0,0,0.832273505739624
6,1,Adam Carolla,11.0,11.0,11.0,0,0.7847873166144653
6,1,Monica Seles,11.0,11.0,11.0,0,0.7847873166144653
6,2,Jason Taylor,1.0,5.0,1.0,0,1.0
6,2,Kristi Yamaguchi,1.0,5.0,1.0,0,1.0
6,2,Mario,3.0,3.0,1.0,0,1.0
6,2,Shannon Elizabeth,4.0,2.0,1.0,0,1.0
6,2,Priscilla Presley,6.0,1.0,5.0,0,0.9964297038663007
6,2,Marlee Matlin,4.0,4.0,6.0,0,0.9907179083070707
6,2,Marissa Jaret Winokur,6.0,7.0,7.0,0,0.9583504084187897
6,2,Cristian de la Fuente,8.0,8.0,8.0,0,0.9377421330921626
6,2,Adam Carolla,9.0,9.0,9.0,0,0.8564987336634642
6,2,Penn Jillette,10.0,11.0,10.0,1,0.782899781697579
6,2,Steve Guttenberg,11.0,10.0,10.0,0,0.8188370666447423
6,2,Monica Seles,12.0,12.0,12.0,1,0.7260082765715271
6,3,Kristi Yamaguchi,1.0,2.0,1.0,0,1.0
6,3,Priscilla Presley,2.0,1.0,1.0,0,0.9995296301510483
6,3,Cristian de la Fuente,3.0,4.0,3.0,0,0.9630426189157298
6,3,Jason Taylor,5.0,3.0,4.0,0,0.9503670115941822
6,3,Shannon Elizabeth,4.0,5.0,5.0,0,0.9390161129867938
6,3,Mario,6.0,6.0,6.0,0,0.9156284585954961
6,3,Marlee Matlin,6.0,7.0,7.0,0,0.8689551181912705
6,3,Adam Carolla,6.0,9.0,8.0,0,0.8263551222127437
6,3,Steve Guttenberg,6.0,10.0,9.0,0,0.8116985804748895
6,3,Marissa Jaret Winokur,10.0,8.0,10.0,1,0.79659324941747
6,4,Jason Taylor,1.0,2.0,1.0,0,1.0
6,4,Kristi Yamaguchi,1.0,2.0,1.0,0,1.0
6,4,Shannon Elizabeth,3.0,1.0,3.0,0,0.9877204019245668
6,4,Cristian de la Fuente,4.0,4.0,4.0,0,0.9621078725141696
6,4,Mario,5.0,5.0,5.0,0,0.9401125007761785
6,4,Marlee Matlin,5.0,6.0,6.0,0,0.900010596623646
6,4,Marissa Jaret Winokur,5.0,8.0,7.0,0,0.8430502307748406
6,4,Priscilla Presley,8.0,7.0,8.0,0,0.856709819249641
6,4,Adam Carolla,9.0,9.0,9.0,1,0.7455127671156756
6,5,Kristi Yamaguchi,1.0,1.0,1.0,0,0.9993309543853095
6,5,Jason Taylor,2.0,2.0,2.0,0,0.9633418585884962
6,5,Mario,2.0,4.0,3.0,0,0.9324852029838608
6,5,Cristian de la Fuente,5.0,3.0,4.0,0,0.9051971784876832
6,5,Shannon Elizabeth,5.0,5.0,5.0,0,0.8928418201653645
6,5,Marissa Jaret Winokur,4.0,7.0,6.0,0,0.8437666973536118
6,5,Marlee Matlin,7.0,6.0,7.0,0,0.8211754562262406
6,5,Priscilla Presley,8.0,8.0,8.0,1,0.7617719365505318
6,6,Kristi Yamaguchi,1.0,1.0,1.0,0,0.9705123927190773
6,6,Mario,2.0,2.0,2.0,0,0.9524718688176688
6,6,Cristian de la Fuente,3.0,4.0,3.0,0,0.9126216158097963
6,6,Jason Taylor,5.0,3.0,4.0,0,0.8851701512337299
6,6,Marissa Jaret Winokur,4.0,5.0,5.0,0,0.8802617418563979
6,6,Shannon Elizabeth,5.0,6.0,6.0,0,0.8591151782707734
6,6,Marlee Matlin,7.0,7.0,7.0,1,0.7224726882708129
6,7,Jason Taylor,1.0,2.0,1.0,0,0.9148440390123841
6,7,Kristi Yamaguchi,2.0,1.0,1.0,0,0.9016462673062365
6,7,Mario,4.0,3.0,3.0,0,0.8429246902765355
6,7,Marissa Jaret Winokur,3.0,5.0,4.0,0,0.8304826238914351
6,7,Shannon Elizabeth,4.0,4.0,4.0,0,0.835531964344495
6,7,Cristian de la Fuente,6.0,6.0,6.0,1,0.7627025858344317
6,8,Kristi Yamaguchi,2.0,3.0,1.0,0,0.8512023357634162
6,8,Mario,3.0,2.0,1.0,0,0.825262861357948
6,8,Jason Taylor,4.0,1.0,1.0,0,0.7945308225884883
6,8,Cristian de la Fuente,1.0,5.0,4.0,0,0.823196808953998
6,8,Marissa Jaret Winokur,5.0,4.0,5.0,1,0.7292936945898818
6,9,Kristi Yamaguchi,1.0,2.0,1.0,0,0.8640008053944687
6,9,Jason Taylor,3.0,1.0,2.0,0,0.8010590030661539
6,9,Cristian de la Fuente,2.0,3.0,3.0,0,0.7978691734312118
6,9,Marissa Jaret Winokur,4.0,4.0,4.0,1,0.701326728541388
6,10,Kristi Yamaguchi,1.0,3.0,1.0,0,0.3617507707862754
6,10,Jason Taylor,2.0,2.0,1.0,1,0.3041268630337992
6,10,Cristian de la Fuente,3.0,1.0,1.0,1,0.24644557634938447
7,1,Lance Bass,3.0,2.0,1.0,0,1.0
7,1,Warren Sapp,3.0,2.0,1.0,0,1.0
7,1,Brooke Burke,1.0,5.0,3.0,0,1.0
7,1,Toni Braxton,2.0,4.0,3.0,0,1.0
7,1,Misty May-Treanor,5.0,1.0,3.0,0,0.9978242936895917
7,1,Cody Linley,6.0,6.0,6.0,0,0.9704967042209953
7,1,Maurice Greene,7.0,7.0,7.0,0,0.93356418805883
7,1,Kim Kardashian,8.0,8.0,8.0,0,0.9177390178226517
7,1,Susan Lucci,8.0,8.0,8.0,0,0.9177390178226517
7,1,Ted McGinley,8.0,8.0,8.0,0,0.9177390178226517
7,1,Rocco DiSpirito,11.0,11.0,11.0,0,0.8275525009341985
7,1,Cloris Leachman,12.0,12.0,12.0,1,0.8049502521520674
7,1,Jeffrey Ross,13.0,13.0,13.0,1,0.7168015917511927
7,2,Warren Sapp,1.0,2.0,1.0,0,1.0
7,2,Brooke Burke,1.0,3.0,2.0,0,0.9970679633442152
7,2,Toni Braxton,3.0,1.0,2.0,0,0.9995444258439368
7,2,Susan Lucci,4.0,5.0,4.0,0,0.9524130330302574
7,2,Cody Linley,4.0,6.0,5.0,0,0.9376870361292435
7,2,Misty May-Treanor,4.0,7.0,6.0,0,0.9229527148856947
7,2,Lance Bass,7.0,4.0,6.0,0,0.9372732331733408
7,2,Maurice Greene,8.0,8.0,8.0,0,0.8667386735372288
7,2,Kim Kardashian,9.0,9.0,9.0,0,0.7944843410107332
7,2,Rocco DiSpirito,10.0,10.0,10.0,1,0.7253662730705714
7,2,Cloris Leachman,11.0,11.0,11.0,1,0.6707857133357007
7,3,Brooke Burke,1.0,2.0,1.0,0,1.0
7,3,Warren Sapp,2.0,1.0,1.0,0,1.0
7,3,Toni Braxton,4.0,3.0,3.0,0,0.9545116103279314
7,3,Maurice Greene,3.0,5.0,4.0,0,0.9467833182791817
7,3,Lance Bass,4.0,4.0,4.0,0,0.9448280659422614
7,3,Susan Lucci,6.0,6.0,6.0,0,0.9067250155218894
7,3,Cody Linley,6.0,7.0,7.0,0,0.8965913444484669
7,3,Rocco DiSpirito,8.0,8.0,8.0,0,0.7467174118574882
7,3,Cloris Leachman,9.0,9.0,9.0,0,0.6779902237150208
