season,week,celebrity_name,judge_rank,audience_rank,final_rank,pred_eliminated,survival_prob
7,4,Lance Bass,1.0,1.0,1.0,0,1.0
7,4,Brooke Burke,1.0,2.0,2.0,0,0.9933784969704356
7,4,Susan Lucci,3.0,3.0,3.0,0,0.9640160837761759
7,4,Warren Sapp,5.0,4.0,4.0,0,0.9395443933584123
7,4,Cody Linley,4.0,6.0,5.0,0,0.9325380146968527
7,4,Toni Braxton,5.0,5.0,5.0,0,0.9356486108337094
7,4,Cloris Leachman,5.0,8.0,7.0,0,0.7946571915595076
7,4,Maurice Greene,8.0,7.0,8.0,0,0.8294247468547169
7,4,Rocco DiSpirito,9.0,9.0,9.0,1,0.632654726121378
7,5,Brooke Burke,1.0,1.0,1.0,0,1.0
7,5,Cody Linley,2.0,3.0,2.0,0,0.971645024253633
7,5,Warren Sapp,4.0,2.0,3.0,0,0.9470428348393062
7,5,Maurice Greene,3.0,6.0,4.0,0,0.8799901040469733
7,5,Toni Braxton,5.0,4.0,4.0,0,0.8892649407430115
7,5,Susan Lucci,5.0,5.0,6.0,0,0.8876347729337293
7,5,Lance Bass,7.0,7.0,7.0,0,0.8040176943968689
7,5,Cloris Leachman,7.0,8.0,8.0,1,0.6725915611943113
7,6,Brooke Burke,2.0,1.0,1.0,0,0.9732787950064135
7,6,Warren Sapp,3.0,2.0,2.0,0,0.9501768110279121
7,6,Lance Bass,1.0,5.0,3.0,0,0.9105545840518767
7,6,Cody Linley,4.0,3.0,4.0,0,0.911677707083663
7,6,Susan Lucci,4.0,4.0,5.0,0,0.9093187942755693
7,6,Maurice Greene,6.0,6.0,6.0,0,0.7439459154932592
7,6,Cloris Leachman,7.0,7.0,7.0,1,0.5533840485375128
7,7,Brooke Burke,1.0,1.0,1.0,0,0.9427188848833696
7,7,Lance Bass,2.0,4.0,2.0,0,0.8741527981581854
7,7,Susan Lucci,4.0,2.0,2.0,0,0.8664179077046763
7,7,Maurice Greene,2.0,6.0,4.0,0,0.8059068751688266
7,7,Cody Linley,5.0,3.0,4.0,0,0.8163524609850226
7,7,Warren Sapp,6.0,5.0,6.0,1,0.7731323392382162
7,8,Brooke Burke,1.0,2.0,1.0,0,0.8670245599681401
7,8,Lance Bass,3.0,1.0,2.0,0,0.8005817185078602
7,8,Warren Sapp,2.0,3.0,3.0,0,0.8174087395169837
7,8,Cody Linley,4.0,4.0,4.0,0,0.7186682211925357
7,8,Maurice Greene,4.0,5.0,5.0,1,0.6648943168823185
7,9,Lance Bass,1.0,2.0,1.0,0,0.8330057710435145
7,9,Brooke Burke,2.0,1.0,1.0,0,0.8050495668053941
7,9,Warren Sapp,2.0,3.0,3.0,0,0.7632655220016272
7,9,Cody Linley,4.0,4.0,4.0,1,0.6624351333863349
7,10,Warren Sapp,2.0,1.0,1.0,0,0.3084328667302758
7,10,Brooke Burke,1.0,3.0,2.0,1,0.36682016407306095
7,10,Lance Bass,2.0,2.0,2.0,1,0.30560584394623724
8,1,Melissa Rycroft,2.0,1.0,1.0,0,1.0
8,1,Shawn Johnson,2.0,1.0,1.0,0,1.0
8,1,Gilles Marini,1.0,5.0,3.0,0,1.0
8,1,Lil' Kim,4.0,4.0,4.0,0,0.9857475545026639
8,1,Chuck Wicks,5.0,3.0,4.0,0,0.9804760572294788
8,1,David Alan Grier,6.0,6.0,6.0,0,0.954097214030307
8,1,Denise Richards,7.0,7.0,7.0,0,0.9066110249051483
8,1,Holly Madison,7.0,7.0,7.0,0,0.9066110249051483
8,1,Belinda Carlisle,9.0,9.0,9.0,0,0.8885148415246967
8,1,Steve-O,9.0,9.0,9.0,0,0.8885148415246967
8,1,Lawrence Taylor,11.0,11.0,11.0,0,0.8111530107435102
8,1,Ty Murray,12.0,12.0,12.0,0,0.771220010452433
8,1,Steve Wozniak,13.0,13.0,13.0,0,0.7448411672532611
8,2,Gilles Marini,1.0,4.0,1.0,0,1.0
8,2,Melissa Rycroft,2.0,3.0,1.0,0,1.0
8,2,Shawn Johnson,3.0,2.0,1.0,0,1.0
8,2,Lil' Kim,4.0,1.0,1.0,0,1.0
8,2,Denise Richards,5.0,6.0,5.0,0,0.9768840321289866
8,2,Chuck Wicks,6.0,5.0,5.0,0,0.9738600651530663
8,2,Ty Murray,6.0,7.0,7.0,0,0.9654210299238463
8,2,Lawrence Taylor,6.0,8.0,8.0,0,0.9605728342141042
8,2,Holly Madison,9.0,9.0,9.0,0,0.9016290711789828
8,2,Belinda Carlisle,9.0,11.0,10.0,0,0.8534932755630014
8,2,David Alan Grier,11.0,10.0,11.0,0,0.8837211542147945
8,2,Steve Wozniak,11.0,13.0,12.0,0,0.7879952273534918
8,2,Steve-O,13.0,12.0,13.0,1,0.8004357835262668
8,3,Gilles Marini,1.0,4.0,1.0,0,1.0
8,3,Melissa Rycroft,1.0,4.0,1.0,0,1.0
8,3,Shawn Johnson,1.0,4.0,1.0,0,1.0
8,3,Lil' Kim,4.0,1.0,1.0,0,1.0
8,3,Ty Murray,6.0,2.0,5.0,0,0.9800042153704671
8,3,Chuck Wicks,6.0,3.0,6.0,0,0.9796946904774333
8,3,David Alan Grier,5.0,7.0,7.0,0,0.9374526357466684
8,3,Lawrence Taylor,8.0,8.0,8.0,0,0.9144807724139277
8,3,Holly Madison,9.0,9.0,9.0,0,0.8604523176909391
8,3,Denise Richards,10.0,10.0,10.0,0,0.8339822179052739
8,3,Steve-O,11.0,11.0,11.0,0,0.7128879793446226
8,3,Steve Wozniak,12.0,12.0,12.0,1,0.6169797498854276
8,4,Shawn Johnson,4.0,1.0,1.0,0,1.0
8,4,Ty Murray,4.0,1.0,1.0,0,1.0
8,4,Gilles Marini,1.0,5.0,3.0,0,1.0
8,4,Melissa Rycroft,2.0,4.0,3.0,0,1.0
8,4,Lil' Kim,3.0,3.0,3.0,0,1.0
8,4,Chuck Wicks,6.0,6.0,6.0,0,0.9521717294983979
8,4,David Alan Grier,6.0,8.0,7.0,0,0.910591535481936
8,4,Lawrence Taylor,8.0,7.0,8.0,0,0.8954970099669517
8,4,Holly Madison,9.0,9.0,9.0,0,0.790140718563072
8,4,Steve-O,10.0,10.0,10.0,1,0.6681127150836983
8,4,Steve Wozniak,11.0,11.0,11.0,1,0.5651499590070739
8,5,Gilles Marini,1.0,1.0,1.0,0,1.0
8,5,Shawn Johnson,2.0,3.0,2.0,0,0.9811534479570919
8,5,Lil' Kim,2.0,4.0,3.0,0,0.9759979553775913
8,5,Melissa Rycroft,4.0,2.0,3.0,0,0.9575942545635328
8,5,Chuck Wicks,5.0,5.0,5.0,0,0.9043982695805046
8,5,David Alan Grier,6.0,6.0,6.0,0,0.8447830274379268
8,5,Ty Murray,7.0,7.0,7.0,0,0.8060229291910065
8,5,Lawrence Taylor,8.0,8.0,8.0,0,0.7741603139049447
8,5,Steve-O,9.0,9.0,9.0,1,0.6165916529241386
8,6,Lil' Kim,1.0,1.0,1.0,0,1.0
8,6,Shawn Johnson,3.0,2.0,2.0,0,0.9584877671322088
8,6,Melissa Rycroft,2.0,4.0,3.0,0,0.9395041924939291
8,6,Gilles Marini,3.0,3.0,3.0,0,0.9463418311640698
8,6,Chuck Wicks,5.0,5.0,5.0,0,0.8748501643396663
8,6,Lawrence Taylor,6.0,6.0,6.0,0,0.7807964147802656
8,6,Ty Murray,7.0,7.0,7.0,0,0.6855443571103891
8,6,Steve-O,8.0,8.0,8.0,1,0.5522227921569471
8,7,Melissa Rycroft,1.0,3.0,1.0,0,0.9636986677968695
8,7,Shawn Johnson,2.0,2.0,1.0,0,0.9567562782451341
8,7,Lil' Kim,5.0,1.0,3.0,0,0.9078513269876829
8,7,Gilles Marini,3.0,4.0,4.0,0,0.9098792748008597
8,7,Chuck Wicks,3.0,5.0,5.0,0,0.8793865195643185
8,7,Ty Murray,6.0,6.0,6.0,0,0.7160297588421577
8,7,Lawrence Taylor,7.0,7.0,7.0,1,0.6744419378306075
8,8,Gilles Marini,2.0,2.0,1.0,0,0.8757263338818582
8,8,Shawn Johnson,3.0,1.0,1.0,0,0.865314833578873
8,8,Lil' Kim,1.0,4.0,3.0,0,0.8904640543429743
8,8,Ty Murray,3.0,6.0,4.0,0,0.7013877497982917
8,8,Melissa Rycroft,6.0,3.0,4.0,0,0.7581607362908095
8,8,Chuck Wicks,5.0,5.0,6.0,1,0.7541329965567813
8,9,Gilles Marini,2.0,1.0,1.0,0,0.876125554968134
8,9,Shawn Johnson,2.0,2.0,2.0,0,0.8682177315921413
8,9,Melissa Rycroft,1.0,4.0,3.0,0,0.8239841578251925
8,9,Lil' Kim,4.0,3.0,4.0,0,0.7957475043419597
8,9,Ty Murray,5.0,5.0,5.0,1,0.6037700358190079
8,10,Shawn Johnson,2.0,1.0,1.0,0,0.8522443977112497
8,10,Gilles Marini,1.0,3.0,2.0,0,0.8784606783713333
8,10,Melissa Rycroft,3.0,2.0,3.0,0,0.8010305879552466
8,10,Ty Murray,4.0,4.0,4.0,1,0.5589458961309437
8,11,Shawn Johnson,1.0,3.0,1.0,0,0.3410263184854121
8,11,Gilles Marini,2.0,2.0,1.0,1,0.33685010888753597
8,11,Melissa Rycroft,3.0,1.0,1.0,1,0.23775267924810817
9,1,Louie Vito,7.0,2.0,1.0,0,1.0
9,1,Natalie Coughlin,7.0,2.0,1.0,0,1.0
9,1,Aaron Carter,2.0,8.0,3.0,0,1.0
9,1,Mya,3.0,7.0,3.0,0,1.0
9,1,Kelly Osbourne,4.0,6.0,3.0,0,1.0
9,1,Donny Osmond,5.0,5.0,3.0,0,1.0
9,1,Mark Dacascos,6.0,4.0,3.0,0,1.0
9,1,Melissa Joan Hart,9.0,1.0,3.0,0,0.9992002914749113
9,1,Joanna Krupa,1.0,11.0,9.0,0,1.0
9,1,Chuck Liddell,10.0,9.0,10.0,0,0.980374637109821
9,1,Debi Mazar,10.0,9.0,10.0,0,0.980374637109821
9,1,Kathy Ireland,12.0,12.0,12.0,0,0.9276155952957681
9,1,Tom DeLay,12.0,12.0,12.0,0,0.9276155952957681
9,1,Ashley Hamiliton,15.0,14.0,14.0,1,0.8528807280380694
9,1,Macy Gray,15.0,14.0,14.0,0,0.8528807280380694
9,1,Michael Irvin,14.0,16.0,16.0,1,0.8502551199302908
9,2,Aaron Carter,1.0,3.0,1.0,0,1.0
9,2,Mya,1.0,3.0,1.0,0,1.0
9,2,Donny Osmond,3.0,1.0,1.0,0,1.0
9,2,Debi Mazar,4.0,2.0,4.0,0,0.9850408083023043
9,2,Mark Dacascos,4.0,8.0,5.0,0,0.9446300312725991
9,2,Joanna Krupa,7.0,5.0,5.0,0,0.9489132942623666
9,2,Natalie Coughlin,4.0,9.0,7.0,0,0.9428338939852119
9,2,Michael Irvin,7.0,6.0,7.0,0,0.934062248549388
9,2,Kelly Osbourne,9.0,7.0,9.0,0,0.9169844414204075
9,2,Louie Vito,9.0,10.0,10.0,0,0.8836674790109262
9,2,Chuck Liddell,9.0,11.0,11.0,0,0.8772013420304473
9,2,Melissa Joan Hart,9.0,12.0,12.0,0,0.8455903913974564
9,2,Kathy Ireland,13.0,13.0,13.0,1,0.7434752266358327
9,2,Tom DeLay,13.0,13.0,13.0,0,0.7434752266358327
9,3,Joanna Krupa,3.0,1.0,1.0,0,1.0
9,3,Mya,1.0,4.0,2.0,0,1.0
9,3,Natalie Coughlin,2.0,3.0,2.0,0,1.0
9,3,Aaron Carter,4.0,2.0,4.0,0,0.9893754897058723
9,3,Donny Osmond,4.0,7.0,5.0,0,0.9451808702945566
9,3,Louie Vito,6.0,5.0,5.0,0,0.9455284131929921
9,3,Kelly Osbourne,6.0,6.0,7.0,0,0.9425382730201897
9,3,Mark Dacascos,9.0,8.0,8.0,0,0.8936579160276749
9,3,Melissa Joan Hart,8.0,10.0,9.0,0,0.8778283694093381
9,3,Debi Mazar,10.0,9.0,10.0,0,0.8675234969746269
9,3,Chuck Liddell,10.0,11.0,11.0,0,0.8105699634030588
9,3,Tom DeLay,12.0,13.0,12.0,1,0.7060169822460931
9,3,Michael Irvin,13.0,12.0,12.0,1,0.7587487332765406
9,4,Melissa Joan Hart,1.0,2.0,1.0,0,1.0
9,4,Mya,1.0,2.0,1.0,0,1.0
9,4,Joanna Krupa,3.0,1.0,3.0,0,1.0
9,4,Natalie Coughlin,4.0,4.0,4.0,0,0.9686950718668903
9,4,Donny Osmond,4.0,7.0,5.0,0,0.9437787723404304
9,4,Kelly Osbourne,6.0,5.0,5.0,0,0.9451747376564632
9,4,Mark Dacascos,7.0,6.0,7.0,0,0.919244022146837
9,4,Aaron Carter,8.0,8.0,8.0,0,0.8571500868176725
9,4,Chuck Liddell,9.0,10.0,9.0,0,0.7359743971056911
9,4,Louie Vito,10.0,9.0,9.0,0,0.7590689038405365
9,4,Michael Irvin,10.0,11.0,11.0,1,0.7066340664247249
9,5,Donny Osmond,1.0,1.0,1.0,0,1.0
9,5,Mya,2.0,4.0,2.0,0,0.9595952420070621
9,5,Mark Dacascos,3.0,3.0,2.0,0,0.9574943734620315
9,5,Joanna Krupa,4.0,5.0,4.0,0,0.9181722115079332
9,5,Melissa Joan Hart,7.0,2.0,4.0,0,0.91973780375823
9,5,Aaron Carter,4.0,6.0,6.0,0,0.912981681641377
9,5,Kelly Osbourne,4.0,8.0,7.0,0,0.8979177551162578
9,5,Natalie Coughlin,8.0,7.0,8.0,0,0.8670719180908428
9,5,Louie Vito,8.0,9.0,9.0,0,0.7629372628882515
9,5,Michael Irvin,10.0,10.0,10.0,1,0.6555705250142554
9,6,Aaron Carter,3.0,2.0,1.0,0,1.0
9,6,Mark Dacascos,4.0,1.0,1.0,0,1.0
9,6,Joanna Krupa,1.0,5.0,3.0,0,1.0
9,6,Mya,2.0,4.0,3.0,0,1.0
9,6,Donny Osmond,5.0,3.0,5.0,0,0.9697655306658929
9,6,Kelly Osbourne,6.0,6.0,6.0,0,0.8884495740205351
9,6,Louie Vito,7.0,8.0,7.0,1,0.7044148615764642
9,6,Melissa Joan Hart,8.0,7.0,7.0,0,0.8540671611554664
9,6,Michael Irvin,9.0,9.0,9.0,1,0.63373491059426
9,7,Donny Osmond,3.0,2.0,1.0,0,0.8745573864070552
9,7,Joanna Krupa,1.0,5.0,2.0,0,0.8965023699421644
9,7,Aaron Carter,2.0,4.0,2.0,0,0.8828691927671448
9,7,Kelly Osbourne,3.0,3.0,2.0,0,0.8621783544655585
9,7,Mya,5.0,1.0,2.0,0,0.8524449273017534
9,7,Michael Irvin,6.0,7.0,6.0,1,0.565115233576943
9,7,Mark Dacascos,7.0,6.0,6.0,1,0.7435137933055304
9,8,Mya,1.0,2.0,1.0,0,0.8582050565457577
9,8,Kelly Osbourne,3.0,1.0,2.0,0,0.8085486055387692
9,8,Joanna Krupa,2.0,5.0,3.0,0,0.8120848114110477
9,8,Donny Osmond,4.0,3.0,3.0,0,0.752228418136444
9,8,Aaron Carter,4.0,4.0,5.0,1,0.7521545838712664
9,9,Mya,1.0,1.0,1.0,0,0.8895000272054461
9,9,Joanna Krupa,2.0,3.0,2.0,0,0.85281005490546
9,9,Kelly Osbourne,3.0,2.0,2.0,0,0.8188047956117612
9,9,Donny Osmond,4.0,4.0,4.0,1,0.739866309996587
9,10,Donny Osmond,1.0,3.0,1.0,1,0.2888033711012006
9,10,Mya,2.0,2.0,1.0,0,0.36559686041461437
9,10,Kelly Osbourne,3.0,1.0,1.0,1,0.2736681120091973
10,1,Nicole Scherzinger,1.0,3.0,1.0,0,1.0
10,1,Evan Lysacek,2.0,2.0,1.0,0,1.0
10,1,Pamela Anderson,3.0,1.0,1.0,0,1.0
10,1,Erin Andrews,3.0,4.0,4.0,0,0.9832731291922194
10,1,Jake Pavelka,5.0,5.0,5.0,0,0.9651769458117679
10,1,Niecy Nash,6.0,6.0,6.0,0,0.9406955951514451
10,1,Chad Ochocinco,6.0,7.0,7.0,0,0.9041365995947039
10,1,Shannen Doherty,6.0,7.0,7.0,0,0.9041365995947039
10,1,Kate Gosselin,9.0,9.0,9.0,0,0.8215032715403323
10,1,Aiden Turner,10.0,11.0,10.0,0,0.7740170824151736
10,1,Buzz Aldrin,11.0,10.0,10.0,0,0.7687455851419887
10,2,Evan Lysacek,2.0,3.0,1.0,0,1.0
10,2,Erin Andrews,3.0,2.0,1.0,0,1.0
10,2,Pamela Anderson,4.0,1.0,1.0,0,0.9953950170978412
10,2,Nicole Scherzinger,1.0,5.0,4.0,0,1.0
10,2,Jake Pavelka,6.0,4.0,5.0,0,0.957379976285581
10,2,Niecy Nash,5.0,7.0,6.0,0,0.9215947552647217
10,2,Shannen Doherty,6.0,6.0,6.0,0,0.9211881023863483
10,2,Aiden Turner,8.0,8.0,8.0,0,0.8585522685061757
10,2,Chad Ochocinco,9.0,9.0,9.0,0,0.8337152875947205
10,2,Kate Gosselin,10.0,10.0,10.0,0,0.7216681508205511
10,2,Buzz Aldrin,11.0,11.0,11.0,1,0.65120746623929
10,3,Nicole Scherzinger,2.0,1.0,1.0,0,1.0
10,3,Evan Lysacek,1.0,3.0,2.0,0,1.0
10,3,Erin Andrews,2.0,2.0,2.0,0,0.9978889271567597
10,3,Jake Pavelka,4.0,4.0,4.0,0,0.9290755046277125
10,3,Pamela Anderson,4.0,5.0,5.0,0,0.9237575154224702
10,3,Niecy Nash,4.0,6.0,6.0,0,0.9191067384938161
10,3,Aiden Turner,7.0,7.0,7.0,0,0.8656869284470072
10,3,Chad Ochocinco,7.0,8.0,8.0,0,0.8643206828381211
10,3,Kate Gosselin,9.0,9.0,9.0,0,0.666306959108539
10,3,Buzz Aldrin,10.0,10.0,10.0,1,0.6458251504917316
10,4,Evan Lysacek,1.0,1.0,1.0,0,1.0
10,4,Nicole Scherzinger,2.0,2.0,2.0,0,0.9679209714240747
10,4,Pamela Anderson,3.0,3.0,3.0,0,0.9534573851399973
10,4,Chad Ochocinco,4.0,4.0,4.0,0,0.9002844696838578
10,4,Erin Andrews,5.0,5.0,5.0,0,0.8821025337716526
10,4,Jake Pavelka,6.0,6.0,6.0,0,0.8646313373751183
10,4,Niecy Nash,7.0,7.0,7.0,0,0.8141069091782013
10,4,Aiden Turner,8.0,8.0,8.0,0,0.7182626880065566
10,4,Kate Gosselin,9.0,9.0,9.0,1,0.6227822888405354
10,5,Nicole Scherzinger,1.0,1.0,1.0,0,1.0
10,5,Evan Lysacek,2.0,2.0,2.0,0,0.9796083079835423
10,5,Erin Andrews,4.0,3.0,3.0,0,0.9115756041455833
10,5,Jake Pavelka,3.0,5.0,4.0,0,0.9234830538839024
10,5,Pamela Anderson,5.0,4.0,5.0,0,0.893375853320721
10,5,Niecy Nash,6.0,6.0,6.0,0,0.7878908174999952
10,5,Chad Ochocinco,6.0,7.0,7.0,0,0.7720254832498123
10,5,Kate Gosselin,8.0,8.0,8.0,1,0.5449480799702764
10,6,Nicole Scherzinger,1.0,2.0,1.0,0,1.0
10,6,Erin Andrews,2.0,1.0,1.0,0,1.0
10,6,Pamela Anderson,4.0,3.0,3.0,0,0.9569713207142001
10,6,Chad Ochocinco,3.0,5.0,4.0,0,0.9107037974163814
10,6,Evan Lysacek,5.0,4.0,5.0,0,0.9315255564479916
10,6,Niecy Nash,6.0,7.0,6.0,0,0.8008394572143362
10,6,Jake Pavelka,7.0,6.0,6.0,1,0.8249208992098865
10,7,Evan Lysacek,1.0,2.0,1.0,0,0.8752203689149999
10,7,Erin Andrews,4.0,1.0,2.0,0,0.7878786263403725
10,7,Nicole Scherzinger,1.0,5.0,3.0,0,0.8244348699970095
10,7,Chad Ochocinco,3.0,4.0,4.0,0,0.790634602276137
10,7,Pamela Anderson,4.0,3.0,4.0,0,0.7823045450628261
10,7,Niecy Nash,6.0,6.0,6.0,1,0.6642274605565535
10,8,Nicole Scherzinger,1.0,2.0,1.0,0,0.8570864795565969
10,8,Evan Lysacek,2.0,1.0,1.0,0,0.8547701314306585
10,8,Erin Andrews,2.0,3.0,3.0,0,0.8165266964399578
10,8,Chad Ochocinco,4.0,4.0,4.0,0,0.6885346506216159
10,8,Niecy Nash,5.0,5.0,5.0,1,0.5865912698747893
10,9,Evan Lysacek,1.0,2.0,1.0,0,0.8742868596356002
10,9,Nicole Scherzinger,1.0,3.0,2.0,0,0.8735239509196475
10,9,Erin Andrews,3.0,1.0,2.0,0,0.8401776336626481
10,9,Chad Ochocinco,4.0,4.0,4.0,1,0.6952296922057613
10,10,Nicole Scherzinger,1.0,3.0,1.0,0,0.3487618767253686
10,10,Erin Andrews,2.0,2.0,1.0,1,0.3172870933427445
10,10,Evan Lysacek,3.0,1.0,1.0,1,0.2801645891219464
11,1,Brandy,2.0,2.0,1.0,0,1.0
11,1,Kyle Massey,2.0,2.0,1.0,0,1.0
11,1,Rick Fox,4.0,1.0,3.0,0,1.0
11,1,Jennifer Grey,1.0,5.0,4.0,0,1.0
11,1,Kurt Warner,5.0,4.0,5.0,0,0.9759736191862151
11,1,Audrina Patridge,5.0,6.0,6.0,0,0.9548662732602282
11,1,Bristol Palin,7.0,7.0,7.0,0,0.8945553980278029
11,1,Florence Henderson,7.0,7.0,7.0,0,0.8945553980278029
11,1,Michael Bolton,9.0,9.0,9.0,0,0.862905057555446
11,1,David Hasselhoff,10.0,10.0,10.0,1,0.7772605669555392
11,1,Margaret Cho,10.0,10.0,10.0,0,0.7772605669555392
11,1,The Situation,10.0,10.0,10.0,0,0.7772605669555392
11,2,Bristol Palin,3.0,1.0,1.0,0,1.0
11,2,Kyle Massey,3.0,1.0,1.0,0,1.0
11,2,Jennifer Grey,1.0,4.0,3.0,0,1.0
11,2,Audrina Patridge,2.0,3.0,3.0,0,1.0
11,2,Brandy,5.0,5.0,5.0,0,0.9677711740373487
11,2,Rick Fox,5.0,6.0,6.0,0,0.9413685278630862
11,2,Kurt Warner,5.0,8.0,7.0,0,0.9076914567046185
11,2,Florence Henderson,8.0,7.0,8.0,0,0.8968935012834628
11,2,Margaret Cho,9.0,9.0,9.0,0,0.7801837244212253
11,2,The Situation,9.0,9.0,9.0,0,0.7801837244212253
11,2,Michael Bolton,11.0,11.0,11.0,1,0.7522237088244215
11,3,Audrina Patridge,1.0,2.0,1.0,0,1.0
11,3,Jennifer Grey,2.0,3.0,2.0,0,0.9823675197351304
11,3,Brandy,2.0,4.0,3.0,0,0.9659146329377072
11,3,Kyle Massey,5.0,1.0,3.0,0,0.970325352720487
11,3,Rick Fox,2.0,5.0,5.0,0,0.962089022103036
11,3,Kurt Warner,5.0,6.0,6.0,0,0.9063480812442399
11,3,Florence Henderson,7.0,8.0,7.0,0,0.8592371473948558
11,3,The Situation,7.0,9.0,8.0,0,0.7891439338690761
11,3,Bristol Palin,9.0,7.0,8.0,0,0.850896260511017
11,3,Margaret Cho,10.0,10.0,10.0,1,0.6776571864341187
11,4,Jennifer Grey,1.0,2.0,1.0,0,1.0
11,4,Audrina Patridge,3.0,1.0,2.0,0,0.9743702393462133
11,4,Brandy,2.0,3.0,3.0,0,0.9723697905532127
11,4,Kyle Massey,4.0,5.0,4.0,0,0.9011560764625273
11,4,Rick Fox,5.0,4.0,4.0,0,0.8942264866162923
11,4,Florence Henderson,6.0,6.0,6.0,0,0.8275419900196825
11,4,Kurt Warner,7.0,7.0,7.0,0,0.7812537562712255
11,4,Bristol Palin,8.0,8.0,8.0,0,0.7508692306483741
11,4,The Situation,9.0,9.0,9.0,1,0.6394051565367119
11,5,Brandy,1.0,2.0,1.0,0,0.9776554700382655
11,5,Jennifer Grey,2.0,3.0,2.0,0,0.9465083201437756
11,5,Audrina Patridge,5.0,1.0,3.0,0,0.9280308883171184
11,5,Rick Fox,3.0,4.0,4.0,0,0.9004864090036087
11,5,Kurt Warner,3.0,7.0,5.0,0,0.8402543935119289
11,5,Florence Henderson,6.0,6.0,6.0,0,0.8161388552826985
11,5,Kyle Massey,7.0,5.0,6.0,0,0.8331295015302898
11,5,Bristol Palin,8.0,8.0,8.0,1,0.6771315782215193
11,6,Brandy,1.0,3.0,1.0,0,1.0
11,6,Audrina Patridge,2.0,2.0,1.0,0,0.9973623539588833
11,6,Jennifer Grey,5.0,1.0,3.0,0,0.9757135752833723
11,6,Rick Fox,3.0,4.0,4.0,0,0.9452530684484424
11,6,Kyle Massey,4.0,5.0,5.0,0,0.9017143032934246
11,6,Bristol Palin,6.0,6.0,6.0,0,0.7578086951347665
11,6,Kurt Warner,7.0,7.0,7.0,1,0.7342525282865896
11,7,Jennifer Grey,1.0,2.0,1.0,0,0.8647456355952281
11,7,Brandy,1.0,3.0,2.0,0,0.8595957660136131
11,7,Rick Fox,4.0,1.0,3.0,0,0.8211001231025574
11,7,Kurt Warner,3.0,5.0,4.0,0,0.7402019981417491
11,7,Kyle Massey,5.0,4.0,5.0,0,0.7070742556645007
11,7,Bristol Palin,6.0,6.0,6.0,1,0.5774531479397076
11,8,Brandy,1.0,1.0,1.0,0,0.8803438291643515
11,8,Jennifer Grey,1.0,2.0,2.0,0,0.8604936350491277
11,8,Kyle Massey,3.0,3.0,3.0,0,0.7647625078060141
11,8,Kurt Warner,4.0,4.0,4.0,0,0.6388430737694756
11,8,Bristol Palin,5.0,5.0,5.0,1,0.5384035392672919
11,9,Jennifer Grey,1.0,2.0,1.0,0,0.8748079780576038
11,9,Brandy,3.0,1.0,2.0,0,0.8526112250717612
11,9,Kyle Massey,2.0,3.0,3.0,0,0.7884997551896769
11,9,Bristol Palin,4.0,4.0,4.0,1,0.5488380840714331
11,10,Kyle Massey,2.0,1.0,1.0,0,0.2650519564995095
11,10,Jennifer Grey,1.0,3.0,2.0,1,0.38141851375456615
11,10,Bristol Palin,3.0,2.0,3.0,1,0.011527236377253836
12,1,Ralph Macchio,1.0,2.0,1.0,0,1.0
12,1,Kirstie Alley,2.0,1.0,1.0,0,1.0
12,1,Chelsea Kane,3.0,3.0,3.0,0,0.9838914726302944
12,1,Hines Ward,3.0,3.0,3.0,0,0.9838914726302944
12,1,Chris Jericho,5.0,5.0,5.0,0,0.9522411321579376
12,1,Romeo,5.0,5.0,5.0,0,0.9522411321579376
12,1,Kendra Wilkinson,7.0,7.0,7.0,0,0.8919302569255123
12,1,Petra Nemcova,7.0,7.0,7.0,0,0.8919302569255123
12,1,Sugar Ray Leonard,9.0,9.0,9.0,0,0.8356757720703127
12,1,Wendy Williams,10.0,10.0,10.0,0,0.7821886146873303
12,1,Mike Catherwood,11.0,11.0,11.0,0,0.7558097714881583
12,2,Chris Jericho,1.0,1.0,1.0,0,1.0
12,2,Hines Ward,1.0,1.0,1.0,0,1.0
12,2,Romeo,1.0,1.0,1.0,0,1.0
12,2,Ralph Macchio,4.0,5.0,4.0,0,0.9606918873983723
12,2,Kirstie Alley,5.0,4.0,4.0,0,0.9554203901251873
12,2,Kendra Wilkinson,6.0,7.0,6.0,0,0.883869236266087
12,2,Chelsea Kane,7.0,6.0,6.0,0,0.9036416910096039
12,2,Petra Nemcova,7.0,8.0,8.0,0,0.8457235926506105
12,2,Mike Catherwood,9.0,9.0,9.0,0,0.7610071977401467
12,2,Wendy Williams,9.0,10.0,10.0,0,0.7536441992896399
12,2,Sugar Ray Leonard,9.0,11.0,11.0,1,0.7513108063206628
12,3,Hines Ward,1.0,1.0,1.0,0,1.0
12,3,Petra Nemcova,1.0,1.0,1.0,0,1.0
12,3,Kendra Wilkinson,3.0,3.0,3.0,0,0.969943622666825
12,3,Chelsea Kane,3.0,4.0,4.0,0,0.9637584184369368
12,3,Chris Jericho,5.0,6.0,5.0,0,0.9328304918462177
12,3,Ralph Macchio,5.0,7.0,6.0,0,0.9312902166729676
12,3,Kirstie Alley,5.0,8.0,7.0,0,0.9079349486854963
12,3,Romeo,8.0,5.0,7.0,0,0.9110759571189888
12,3,Sugar Ray Leonard,8.0,9.0,9.0,0,0.7506925314640038
12,3,Wendy Williams,10.0,10.0,10.0,1,0.6319568347129536
