season,week,celebrity_name,weight_audience,weight_judge,combined_score_adaptive,adaptive_rank,pred_eliminated_adaptive,judge_total_score
10,7,Pamela Anderson,0.4605881432069186,0.5394118567930815,0.16545222839061974,5.0,0,25.5
10,7,Niecy Nash,0.4605881432069186,0.5394118567930815,0.1419238011555947,6.0,1,24.5
10,8,Nicole Scherzinger,0.43991703973074653,0.5600829602692534,0.22628555312815896,1.0,0,29.5
10,8,Evan Lysacek,0.43991703973074653,0.5600829602692534,0.22289994780650507,2.0,0,26.5
10,8,Erin Andrews,0.43991703973074653,0.5600829602692534,0.2140534108245547,3.0,0,26.5
10,8,Chad Ochocinco,0.43991703973074653,0.5600829602692534,0.18064636432665626,4.0,0,22.5
10,8,Niecy Nash,0.43991703973074653,0.5600829602692534,0.1561147239136822,5.0,1,21.5
10,9,Evan Lysacek,0.42503207991499947,0.5749679200850005,0.2655057923377712,1.0,0,29.5
10,9,Nicole Scherzinger,0.42503207991499947,0.5749679200850005,0.2653082661637616,2.0,0,29.5
10,9,Erin Andrews,0.42503207991499947,0.5749679200850005,0.2546842083974135,3.0,0,28.0
10,9,Chad Ochocinco,0.42503207991499947,0.5749679200850005,0.21450173310054482,4.0,1,26.0
10,10,Nicole Scherzinger,0.4151716360042487,0.5848283639957512,0.36511439190927686,1.0,0,28.7777
10,10,Evan Lysacek,0.4151716360042487,0.5848283639957512,0.3010405023728519,3.0,1,26.888699999999996
10,10,Erin Andrews,0.4151716360042487,0.5848283639957512,0.3338451057171638,3.0,1,26.9998
11,1,Rick Fox,0.5848283639957513,0.41517163600424867,0.09072154665971396,1.0,0,22.0
11,1,Kurt Warner,0.5848283639957513,0.41517163600424867,0.09038894262187931,2.0,0,19.0
11,1,Brandy,0.5848283639957513,0.41517163600424867,0.08997416019274529,3.0,0,23.0
11,1,Kyle Massey,0.5848283639957513,0.41517163600424867,0.08997416019274529,3.0,0,23.0
11,1,Jennifer Grey,0.5848283639957513,0.41517163600424867,0.08922677372577664,5.0,0,24.0
11,1,Audrina Patridge,0.5848283639957513,0.41517163600424867,0.08812699303049522,6.0,0,19.0
11,1,Bristol Palin,0.5848283639957513,0.41517163600424867,0.08241122046409269,7.0,0,18.0
11,1,Florence Henderson,0.5848283639957513,0.41517163600424867,0.08241122046409269,7.0,0,18.0
11,1,Michael Bolton,0.5848283639957513,0.41517163600424867,0.08051421468453938,9.0,0,16.0
11,1,Margaret Cho,0.5848283639957513,0.41517163600424867,0.07208358932124553,10.0,0,15.0
11,1,The Situation,0.5848283639957513,0.41517163600424867,0.07208358932124553,10.0,0,15.0
11,1,David Hasselhoff,0.5848283639957513,0.41517163600424867,0.07208358932124553,12.0,1,15.0
11,2,Bristol Palin,0.5749679200850006,0.42503207991499936,0.09976602494739453,1.0,0,22.0
11,2,Kyle Massey,0.5749679200850006,0.42503207991499936,0.09976602494739453,1.0,0,22.0
11,2,Audrina Patridge,0.5749679200850006,0.42503207991499936,0.09908758223164274,3.0,0,23.0
11,2,Jennifer Grey,0.5749679200850006,0.42503207991499936,0.09840913951589098,4.0,0,24.0
11,2,Brandy,0.5749679200850006,0.42503207991499936,0.09674808528079497,5.0,0,21.0
11,2,Rick Fox,0.5749679200850006,0.42503207991499936,0.09371991908802974,6.0,0,21.0
11,2,Florence Henderson,0.5749679200850006,0.42503207991499936,0.08997588515243798,7.0,0,19.0
11,2,Kurt Warner,0.5749679200850006,0.42503207991499936,0.0898574347499102,8.0,0,21.0
11,2,Michael Bolton,0.5749679200850006,0.42503207991499936,0.07813254808457969,9.0,0,12.0
11,2,The Situation,0.5749679200850006,0.42503207991499936,0.07726867800086618,10.0,0,18.0
11,2,Margaret Cho,0.5749679200850006,0.42503207991499936,0.07726867800086618,11.0,1,18.0
11,3,Audrina Patridge,0.5600829602692535,0.4399170397307465,0.11082585510891811,1.0,0,26.0
11,3,Jennifer Grey,0.5600829602692535,0.4399170397307465,0.10970992275693822,2.0,0,24.0
11,3,Kyle Massey,0.5600829602692535,0.4399170397307465,0.10874883497009231,3.0,0,23.0
11,3,Brandy,0.5600829602692535,0.4399170397307465,0.10765391902127208,4.0,0,24.0
11,3,Rick Fox,0.5600829602692535,0.4399170397307465,0.1071758591294861,5.0,0,24.0
11,3,Kurt Warner,0.5600829602692535,0.4399170397307465,0.1007540393522254,6.0,0,23.0
11,3,Florence Henderson,0.5600829602692535,0.4399170397307465,0.09649812544357549,7.0,0,20.0
11,3,Bristol Palin,0.5600829602692535,0.4399170397307465,0.09599955979802705,8.0,0,19.0
11,3,The Situation,0.5600829602692535,0.4399170397307465,0.0877390659015127,9.0,0,20.0
11,3,Margaret Cho,0.5600829602692535,0.4399170397307465,0.07489481851775354,10.0,1,18.0
11,4,Jennifer Grey,0.5394118567930815,0.46058814320691854,0.12703146595201936,1.0,0,28.0
11,4,Audrina Patridge,0.5394118567930815,0.46058814320691854,0.12566144921287933,2.0,0,23.0
11,4,Brandy,0.5394118567930815,0.46058814320691854,0.12494230876988449,3.0,0,24.0
11,4,Kyle Massey,0.5394118567930815,0.46058814320691854,0.11677928440783572,4.0,0,20.0
11,4,Rick Fox,0.5394118567930815,0.46058814320691854,0.11603374444626802,5.0,0,19.5
11,4,Florence Henderson,0.5394118567930815,0.46058814320691854,0.10762120803053313,6.0,0,17.5
11,4,Kurt Warner,0.5394118567930815,0.46058814320691854,0.10139059082912535,7.0,0,17.0
11,4,Bristol Palin,0.5394118567930815,0.46058814320691854,0.09759651571465966,8.0,0,16.0
11,4,The Situation,0.5394118567930815,0.46058814320691854,0.08294343263653768,9.0,1,14.0
11,5,Brandy,0.5138002665136382,0.4861997334863618,0.14109844999813548,1.0,0,27.0
11,5,Jennifer Grey,0.5138002665136382,0.4861997334863618,0.1367760426185397,2.0,0,25.0
11,5,Audrina Patridge,0.5138002665136382,0.4861997334863618,0.13433523421714777,3.0,0,23.0
11,5,Rick Fox,0.5138002665136382,0.4861997334863618,0.1300929113490592,4.0,0,24.0
11,5,Kurt Warner,0.5138002665136382,0.4861997334863618,0.12114776777431796,5.0,0,24.0
11,5,Kyle Massey,0.5138002665136382,0.4861997334863618,0.12069624311189697,6.0,0,20.0
11,5,Florence Henderson,0.5138002665136382,0.4861997334863618,0.11802128560514116,7.0,0,21.0
11,5,Bristol Palin,0.5138002665136382,0.4861997334863618,0.09783206532549468,8.0,1,18.0
11,6,Brandy,0.4861997334863619,0.5138002665136381,0.1588532230825494,1.0,0,35.9999
11,6,Audrina Patridge,0.4861997334863619,0.5138002665136381,0.15791353278145037,2.0,0,31.9998
11,6,Jennifer Grey,0.4861997334863619,0.5138002665136381,0.15417848750584345,3.0,0,29.0
11,6,Rick Fox,0.4861997334863619,0.5138002665136381,0.14961928687809378,4.0,0,30.0
11,6,Kyle Massey,0.4861997334863619,0.5138002665136381,0.14291199001874405,5.0,0,29.999899999999997
11,6,Bristol Palin,0.4861997334863619,0.5138002665136381,0.12047619568464932,6.0,0,27.9998
11,6,Kurt Warner,0.4861997334863619,0.5138002665136381,0.1160472840484214,7.0,1,21.9999
11,7,Jennifer Grey,0.4605881432069186,0.5394118567930815,0.1880993980731634,1.0,0,36.5
11,7,Brandy,0.4605881432069186,0.5394118567930815,0.18706137620755273,2.0,0,36.5
11,7,Rick Fox,0.4605881432069186,0.5394118567930815,0.17854598422064072,3.0,0,34.5
11,7,Kurt Warner,0.4605881432069186,0.5394118567930815,0.16242895978187716,4.0,0,35.0
11,7,Kyle Massey,0.4605881432069186,0.5394118567930815,0.1551845607496165,5.0,0,33.5
11,7,Bristol Palin,0.4605881432069186,0.5394118567930815,0.1286797209668909,6.0,1,32.5
11,8,Brandy,0.43991703973074653,0.5600829602692534,0.2361616383560289,1.0,0,28.5
11,8,Jennifer Grey,0.43991703973074653,0.5600829602692534,0.23141941212943892,2.0,0,28.5
11,8,Kyle Massey,0.43991703973074653,0.5600829602692534,0.20809573999990716,3.0,0,28.0
11,8,Kurt Warner,0.43991703973074653,0.5600829602692534,0.17438586170917109,4.0,0,24.0
11,8,Bristol Palin,0.43991703973074653,0.5600829602692534,0.14993734780503118,5.0,1,23.5
11,9,Jennifer Grey,0.42503207991499947,0.5749679200850005,0.2821001473905228,1.0,0,30.0
11,9,Brandy,0.42503207991499947,0.5749679200850005,0.27397064532261917,2.0,0,28.5
11,9,Kyle Massey,0.42503207991499947,0.5749679200850005,0.256845822676741,3.0,0,29.0
11,9,Bristol Palin,0.42503207991499947,0.5749679200850005,0.18708338460961266,4.0,1,26.5
11,10,Jennifer Grey,0.4151716360042487,0.5848283639957512,0.4713583446692342,1.0,0,30.0
11,10,Bristol Palin,0.4151716360042487,0.5848283639957512,0.18085050430621838,3.0,1,25.666600000000003
11,10,Kyle Massey,0.4151716360042487,0.5848283639957512,0.3477911510238427,3.0,1,27.333199999999998
12,1,Kirstie Alley,0.5848283639957513,0.41517163600424867,0.09776740517703772,1.0,0,23.0
12,1,Chelsea Kane,0.5848283639957513,0.41517163600424867,0.09752805440853726,2.0,0,21.0
12,1,Hines Ward,0.5848283639957513,0.41517163600424867,0.09752805440853726,2.0,0,21.0
12,1,Ralph Macchio,0.5848283639957513,0.41517163600424867,0.09694780745721743,4.0,0,24.0
12,1,Chris Jericho,0.5848283639957513,0.41517163600424867,0.09547624552364667,5.0,0,19.0
12,1,Romeo,0.5848283639957513,0.41517163600424867,0.09547624552364667,5.0,0,19.0
12,1,Kendra Wilkinson,0.5848283639957513,0.41517163600424867,0.08926249880757509,7.0,0,18.0
12,1,Petra Nemcova,0.5848283639957513,0.41517163600424867,0.08926249880757509,7.0,0,18.0
12,1,Sugar Ray Leonard,0.5848283639957513,0.41517163600424867,0.08352180288931652,9.0,0,17.0
12,1,Wendy Williams,0.5848283639957513,0.41517163600424867,0.07974302089798044,10.0,0,14.0
12,1,Mike Catherwood,0.5848283639957513,0.41517163600424867,0.07748636609872929,11.0,0,13.0
12,2,Chris Jericho,0.5749679200850006,0.42503207991499936,0.10119198577094513,1.0,0,23.0
12,2,Hines Ward,0.5749679200850006,0.42503207991499936,0.10119198577094513,1.0,0,23.0
12,2,Romeo,0.5749679200850006,0.42503207991499936,0.10119198577094513,1.0,0,23.0
12,2,Kirstie Alley,0.5749679200850006,0.42503207991499936,0.09805159857127524,4.0,0,20.0
12,2,Ralph Macchio,0.5749679200850006,0.42503207991499936,0.09797504548114963,5.0,0,21.0
12,2,Chelsea Kane,0.5749679200850006,0.42503207991499936,0.09337363344066363,6.0,0,18.0
12,2,Kendra Wilkinson,0.5749679200850006,0.42503207991499936,0.09036299798513987,7.0,0,19.0
12,2,Petra Nemcova,0.5749679200850006,0.42503207991499936,0.08658810194356607,8.0,0,18.0
12,2,Mike Catherwood,0.5749679200850006,0.42503207991499936,0.07735709972845427,9.0,0,17.0
12,2,Wendy Williams,0.5749679200850006,0.42503207991499936,0.07649447003649407,10.0,0,17.0
12,2,Sugar Ray Leonard,0.5749679200850006,0.42503207991499936,0.0762210955002251,11.0,1,17.0
12,3,Hines Ward,0.5600829602692535,0.4399170397307465,0.1104319555047385,1.0,0,25.0
12,3,Petra Nemcova,0.5600829602692535,0.4399170397307465,0.1104319555047385,1.0,0,25.0
12,3,Kendra Wilkinson,0.5600829602692535,0.4399170397307465,0.1078138844348726,3.0,0,23.0
12,3,Chelsea Kane,0.5600829602692535,0.4399170397307465,0.10704401108025838,4.0,0,23.0
12,3,Chris Jericho,0.5600829602692535,0.4399170397307465,0.1043174555187947,5.0,0,21.0
12,3,Ralph Macchio,0.5600829602692535,0.4399170397307465,0.10412573890674676,6.0,0,21.0
12,3,Romeo,0.5600829602692535,0.4399170397307465,0.10217119295957922,7.0,0,20.0
12,3,Kirstie Alley,0.5600829602692535,0.4399170397307465,0.10121870642627082,8.0,0,21.0
12,3,Sugar Ray Leonard,0.5600829602692535,0.4399170397307465,0.08220826304373915,9.0,0,20.0
12,3,Wendy Williams,0.5600829602692535,0.4399170397307465,0.07023683662005584,10.0,1,15.0
12,4,Hines Ward,0.5394118567930815,0.46058814320691854,0.12313429159002348,1.0,0,25.0
12,4,Chelsea Kane,0.5394118567930815,0.46058814320691854,0.12275165220361992,2.0,0,26.0
12,4,Ralph Macchio,0.5394118567930815,0.46058814320691854,0.11996751138911563,3.0,0,25.0
12,4,Chris Jericho,0.5394118567930815,0.46058814320691854,0.11765155160829338,4.0,0,23.0
12,4,Petra Nemcova,0.5394118567930815,0.46058814320691854,0.11699793424934987,5.0,0,23.0
12,4,Romeo,0.5394118567930815,0.46058814320691854,0.11511827330227078,6.0,0,23.0
12,4,Kirstie Alley,0.5394118567930815,0.46058814320691854,0.10664622749688742,7.0,0,22.0
12,4,Kendra Wilkinson,0.5394118567930815,0.46058814320691854,0.09749395915197828,9.0,1,18.0
12,4,Sugar Ray Leonard,0.5394118567930815,0.46058814320691854,0.08023859900823771,9.0,0,21.0
12,5,Chelsea Kane,0.5138002665136382,0.4861997334863618,0.13440789759772614,1.0,0,26.0
12,5,Chris Jericho,0.5138002665136382,0.4861997334863618,0.1317371588023297,2.0,0,26.0
12,5,Hines Ward,0.5138002665136382,0.4861997334863618,0.13164962591310497,3.0,0,27.0
12,5,Romeo,0.5138002665136382,0.4861997334863618,0.12916099127550706,4.0,0,26.0
12,5,Petra Nemcova,0.5138002665136382,0.4861997334863618,0.12350969064309764,5.0,0,22.0
12,5,Ralph Macchio,0.5138002665136382,0.4861997334863618,0.12035933637283355,6.0,0,22.0
12,5,Kirstie Alley,0.5138002665136382,0.4861997334863618,0.11553962598723012,7.0,0,23.0
12,5,Kendra Wilkinson,0.5138002665136382,0.4861997334863618,0.1136356734079202,8.0,1,22.0
12,6,Chelsea Kane,0.4861997334863619,0.5138002665136381,0.15869413059732837,1.0,0,28.0
12,6,Romeo,0.4861997334863619,0.5138002665136381,0.15329456537603664,2.0,0,28.0
12,6,Hines Ward,0.4861997334863619,0.5138002665136381,0.14835338975770734,3.0,0,27.0
12,6,Kirstie Alley,0.4861997334863619,0.5138002665136381,0.13980914276665915,4.0,0,26.0
12,6,Kendra Wilkinson,0.4861997334863619,0.5138002665136381,0.13550027920170132,5.0,0,25.0
12,6,Chris Jericho,0.4861997334863619,0.5138002665136381,0.13355622720719035,7.0,1,22.0
12,6,Ralph Macchio,0.4861997334863619,0.5138002665136381,0.13079226509309141,7.0,0,24.0
12,7,Hines Ward,0.4605881432069186,0.5394118567930815,0.18118517250963928,1.0,0,33.0
12,7,Chelsea Kane,0.4605881432069186,0.5394118567930815,0.17832701539800286,2.0,0,32.0
12,7,Ralph Macchio,0.4605881432069186,0.5394118567930815,0.1704774064214452,3.0,0,33.0
12,7,Kendra Wilkinson,0.4605881432069186,0.5394118567930815,0.16071245878985174,4.0,0,30.5
12,7,Romeo,0.4605881432069186,0.5394118567930815,0.15761230097624312,5.0,0,30.0
12,7,Kirstie Alley,0.4605881432069186,0.5394118567930815,0.15168564590453176,6.0,1,30.0
12,8,Chelsea Kane,0.43991703973074653,0.5600829602692534,0.22359107084709107,1.0,0,27.5
12,8,Hines Ward,0.43991703973074653,0.5600829602692534,0.2160374377880236,2.0,0,27.0
12,8,Kirstie Alley,0.43991703973074653,0.5600829602692534,0.19269988577791847,3.0,0,26.5
12,8,Romeo,0.43991703973074653,0.5600829602692534,0.18925706122594183,4.0,0,26.0
12,8,Ralph Macchio,0.43991703973074653,0.5600829602692534,0.1784145443605942,5.0,1,23.0
12,9,Chelsea Kane,0.42503207991499947,0.5749679200850005,0.3056274991488459,1.0,0,36.5
12,9,Hines Ward,0.42503207991499947,0.5749679200850005,0.26816109832496465,2.0,0,30.0
12,9,Kirstie Alley,0.42503207991499947,0.5749679200850005,0.22518935766398865,3.0,0,27.0
12,9,Ralph Macchio,0.42503207991499947,0.5749679200850005,0.20102204486171144,4.0,1,24.0
12,10,Chelsea Kane,0.4151716360042487,0.5848283639957512,0.38890749862076773,1.0,0,29.666600000000003
12,10,Kirstie Alley,0.4151716360042487,0.5848283639957512,0.22404489885753934,3.0,1,27.999899999999997
12,10,Hines Ward,0.4151716360042487,0.5848283639957512,0.3870476025210232,3.0,1,29.666600000000003
13,1,Chynna Phillips,0.5848283639957513,0.41517163600424867,0.09205166334730339,1.0,0,22.0
13,1,J.R. Martinez,0.5848283639957513,0.41517163600424867,0.09205166334730339,1.0,0,22.0
13,1,Ricki Lake,0.5848283639957513,0.41517163600424867,0.08962621741542823,3.0,0,20.0
13,1,Hope Solo,0.5848283639957513,0.41517163600424867,0.08942030974857737,4.0,0,21.0
13,1,Kristin Cavallari,0.5848283639957513,0.41517163600424867,0.08752610680251761,5.0,0,19.0
13,1,Carson Kressley,0.5848283639957513,0.41517163600424867,0.08332588557669643,6.0,0,17.0
13,1,Chaz Bono,0.5848283639957513,0.41517163600424867,0.08332588557669643,6.0,0,17.0
13,1,David Arquette,0.5848283639957513,0.41517163600424867,0.0831199779098456,8.0,0,18.0
13,1,Nancy Grace,0.5848283639957513,0.41517163600424867,0.07982465383691473,9.0,0,16.0
13,1,Rob Kardashian,0.5848283639957513,0.41517163600424867,0.07982465383691473,9.0,0,16.0
13,1,Metta World Peace (Ron),0.5848283639957513,0.41517163600424867,0.07005444513423081,12.0,1,14.0
13,1,Elisabetta Canalis,0.5848283639957513,0.41517163600424867,0.06984853746737996,12.0,0,15.0
13,2,Ricki Lake,0.5749679200850006,0.42503207991499936,0.09963591444622476,1.0,0,23.0
13,2,Kristin Cavallari,0.5749679200850006,0.42503207991499936,0.09901335740706341,2.0,0,22.0
13,2,J.R. Martinez,0.5749679200850006,0.42503207991499936,0.09813511175708517,3.0,0,22.0
13,2,Nancy Grace,0.5749679200850006,0.42503207991499936,0.09723940759189714,4.0,0,21.0
13,2,Chynna Phillips,0.5749679200850006,0.42503207991499936,0.09298204398594867,5.0,0,21.0
13,2,Rob Kardashian,0.5749679200850006,0.42503207991499936,0.09251630567462032,6.0,0,21.0
13,2,Elisabetta Canalis,0.5749679200850006,0.42503207991499936,0.09105514659885297,7.0,0,21.0
13,2,Hope Solo,0.5749679200850006,0.42503207991499936,0.09077050310620705,8.0,0,19.0
13,2,Chaz Bono,0.5749679200850006,0.42503207991499936,0.08101193993929937,9.0,0,17.0
13,2,David Arquette,0.5749679200850006,0.42503207991499936,0.08075825351332214,10.0,0,18.0
13,2,Carson Kressley,0.5749679200850006,0.42503207991499936,0.0768820159792884,11.0,1,18.0
13,3,Chynna Phillips,0.5600829602692535,0.4399170397307465,0.11002703101165301,1.0,0,26.0
13,3,J.R. Martinez,0.5600829602692535,0.4399170397307465,0.11002703101165301,1.0,0,26.0
13,3,Ricki Lake,0.5600829602692535,0.4399170397307465,0.10952000181101781,3.0,0,27.0
13,3,Rob Kardashian,0.5600829602692535,0.4399170397307465,0.10557051470495613,4.0,0,24.0
13,3,Kristin Cavallari,0.5600829602692535,0.4399170397307465,0.1044856054186887,5.0,0,24.0
13,3,Hope Solo,0.5600829602692535,0.4399170397307465,0.10373398554735516,6.0,0,24.0
13,3,David Arquette,0.5600829602692535,0.4399170397307465,0.09839572465819002,7.0,0,24.0
13,3,Nancy Grace,0.5600829602692535,0.4399170397307465,0.09186303812662283,8.0,0,21.0
13,3,Carson Kressley,0.5600829602692535,0.4399170397307465,0.08723305982019386,9.0,0,23.0
13,3,Chaz Bono,0.5600829602692535,0.4399170397307465,0.07914400788948389,10.0,1,18.0
13,4,Ricki Lake,0.5394118567930815,0.46058814320691854,0.12510857218895044,1.0,0,29.0
13,4,J.R. Martinez,0.5394118567930815,0.46058814320691854,0.12487349202532658,2.0,0,26.0
13,4,Rob Kardashian,0.5394118567930815,0.46058814320691854,0.12277180653727401,3.0,0,24.0
13,4,Hope Solo,0.5394118567930815,0.46058814320691854,0.11709863808299664,4.0,0,24.0
13,4,Chynna Phillips,0.5394118567930815,0.46058814320691854,0.11169333574904303,5.0,0,21.0
13,4,David Arquette,0.5394118567930815,0.46058814320691854,0.10942777387367594,6.0,0,23.0
13,4,Nancy Grace,0.5394118567930815,0.46058814320691854,0.10502729311509978,7.0,0,21.0
13,4,Chaz Bono,0.5394118567930815,0.46058814320691854,0.0962868801390753,8.0,0,21.0
13,4,Carson Kressley,0.5394118567930815,0.46058814320691854,0.08771220828833785,9.0,1,20.0
13,5,J.R. Martinez,0.5138002665136382,0.4861997334863618,0.14249788722009682,1.0,0,28.0
13,5,Rob Kardashian,0.5138002665136382,0.4861997334863618,0.14182462487380904,2.0,0,25.0
13,5,Ricki Lake,0.5138002665136382,0.4861997334863618,0.13311397846386772,3.0,0,24.0
13,5,Hope Solo,0.5138002665136382,0.4861997334863618,0.1327709607910271,4.0,0,24.0
13,5,David Arquette,0.5138002665136382,0.4861997334863618,0.1311633527320349,5.0,0,25.0
13,5,Nancy Grace,0.5138002665136382,0.4861997334863618,0.12243254485259591,6.0,0,22.0
13,5,Chaz Bono,0.5138002665136382,0.4861997334863618,0.10326124179405821,7.0,0,21.0
13,5,Carson Kressley,0.5138002665136382,0.4861997334863618,0.0929354092722517,8.0,1,19.0
13,6,Ricki Lake,0.4861997334863619,0.5138002665136381,0.16519154254245857,1.0,0,29.0
13,6,J.R. Martinez,0.4861997334863619,0.5138002665136381,0.16443439461118925,2.0,0,29.0
13,6,Rob Kardashian,0.4861997334863619,0.5138002665136381,0.1475114640819688,3.0,0,22.0
13,6,Nancy Grace,0.4861997334863619,0.5138002665136381,0.14548400297258757,4.0,0,24.0
13,6,David Arquette,0.4861997334863619,0.5138002665136381,0.14224113534441704,5.0,0,23.0
13,6,Hope Solo,0.4861997334863619,0.5138002665136381,0.12999564634865654,6.0,0,20.0
13,6,Chaz Bono,0.4861997334863619,0.5138002665136381,0.10514181409841278,7.0,1,19.0
13,7,Ricki Lake,0.4605881432069186,0.5394118567930815,0.18272637939840622,1.0,0,26.5
13,7,Rob Kardashian,0.4605881432069186,0.5394118567930815,0.18242982966444365,2.0,0,25.5
13,7,J.R. Martinez,0.4605881432069186,0.5394118567930815,0.17238708422115526,3.0,0,24.0
13,7,Hope Solo,0.4605881432069186,0.5394118567930815,0.16228072242932706,4.0,0,25.0
13,7,David Arquette,0.4605881432069186,0.5394118567930815,0.15278920808504462,5.0,0,23.5
13,7,Nancy Grace,0.4605881432069186,0.5394118567930815,0.14738677620125515,6.0,1,22.0
13,8,J.R. Martinez,0.43991703973074653,0.5600829602692534,0.22145191354268332,1.0,0,30.0
13,8,Ricki Lake,0.43991703973074653,0.5600829602692534,0.2152562741180699,2.0,0,26.0
13,8,Hope Solo,0.43991703973074653,0.5600829602692534,0.19877450011862874,3.0,0,26.0
13,8,Rob Kardashian,0.43991703973074653,0.5600829602692534,0.19877035591519143,4.0,0,25.5
13,8,Nancy Grace,0.43991703973074653,0.5600829602692534,0.16574695630499406,5.0,1,22.0
13,9,Ricki Lake,0.42503207991499947,0.5749679200850005,0.28239314335107213,1.0,0,33.4999
13,9,Rob Kardashian,0.42503207991499947,0.5749679200850005,0.26269711751510555,2.0,0,32.4998
13,9,J.R. Martinez,0.42503207991499947,0.5749679200850005,0.24644123590473704,3.0,0,28.0
13,9,Hope Solo,0.42503207991499947,0.5749679200850005,0.2084685032286001,4.0,1,24.4998
13,10,J.R. Martinez,0.4151716360042487,0.5848283639957512,0.3534640635753613,1.0,0,28.1665
13,10,Ricki Lake,0.4151716360042487,0.5848283639957512,0.3168398223569946,3.0,1,27.999899999999997
13,10,Rob Kardashian,0.4151716360042487,0.5848283639957512,0.32969611406695204,3.0,1,28.333199999999998
14,1,Gladys Knight,0.5848283639957513,0.41517163600424867,0.08867428514743314,1.0,0,23.0
14,1,Jack Wagner,0.5848283639957513,0.41517163600424867,0.08867428514743314,1.0,0,23.0
14,1,Roshon Fegan,0.5848283639957513,0.41517163600424867,0.08867428514743314,1.0,0,23.0
14,1,Sherri Sheperd,0.5848283639957513,0.41517163600424867,0.08867428514743314,1.0,0,23.0
14,1,William Levy,0.5848283639957513,0.41517163600424867,0.08841243164862925,5.0,0,24.0
14,1,Jaleel White,0.5848283639957513,0.41517163600424867,0.0871557151449139,6.0,0,26.0
14,1,Katherine Jenkins,0.5848283639957513,0.41517163600424867,0.0871557151449139,6.0,0,26.0
14,1,Donald Driver,0.5848283639957513,0.41517163600424867,0.07963195253655775,8.0,0,21.0
14,1,Maria Menounos,0.5848283639957513,0.41517163600424867,0.07963195253655775,8.0,0,21.0
14,1,Gavin DeGraw,0.5848283639957513,0.41517163600424867,0.07443836413284705,10.0,0,20.0
14,1,Martina Navratilova,0.5848283639957513,0.41517163600424867,0.07443836413284705,10.0,0,20.0
14,1,Melissa Gilbert,0.5848283639957513,0.41517163600424867,0.07443836413284705,10.0,0,20.0
14,2,Jaleel White,0.5749679200850006,0.42503207991499936,0.0907443580980976,1.0,0,22.0
14,2,Maria Menounos,0.5749679200850006,0.42503207991499936,0.08907221118159167,2.0,0,25.0
14,2,William Levy,0.5749679200850006,0.42503207991499936,0.08907221118159167,2.0,0,25.0
14,2,Sherri Sheperd,0.5749679200850006,0.42503207991499936,0.08873785919501112,4.0,0,23.0
14,2,Katherine Jenkins,0.5749679200850006,0.42503207991499936,0.08851482887608969,5.0,0,26.0
14,2,Roshon Fegan,0.5749679200850006,0.42503207991499936,0.08851482887608969,5.0,0,26.0
14,2,Donald Driver,0.5749679200850006,0.42503207991499936,0.0880200997364679,7.0,0,24.0
14,2,Jack Wagner,0.5749679200850006,0.42503207991499936,0.08298405373740624,8.0,0,21.0
14,2,Gladys Knight,0.5749679200850006,0.42503207991499936,0.08171118281103748,9.0,0,19.0
14,2,Gavin DeGraw,0.5749679200850006,0.42503207991499936,0.07539010682125523,10.0,0,21.0
14,2,Melissa Gilbert,0.5749679200850006,0.42503207991499936,0.07009755730488573,11.0,0,20.0
14,2,Martina Navratilova,0.5749679200850006,0.42503207991499936,0.06714070218031801,12.0,1,17.0
14,3,Maria Menounos,0.5600829602692535,0.4399170397307465,0.09769071648828911,1.0,0,27.0
14,3,Katherine Jenkins,0.5600829602692535,0.4399170397307465,0.09765935410510189,2.0,0,29.0
14,3,Roshon Fegan,0.5600829602692535,0.4399170397307465,0.09762239838632186,3.0,0,25.0
14,3,William Levy,0.5600829602692535,0.4399170397307465,0.09699287308629156,4.0,0,28.0
14,3,Jaleel White,0.5600829602692535,0.4399170397307465,0.09647613753931711,5.0,0,25.0
14,3,Donald Driver,0.5600829602692535,0.4399170397307465,0.09577103421904806,6.0,0,26.0
14,3,Sherri Sheperd,0.5600829602692535,0.4399170397307465,0.08785311797295875,7.0,0,24.0
14,3,Jack Wagner,0.5600829602692535,0.4399170397307465,0.08758962404006068,8.0,0,24.0
14,3,Gladys Knight,0.5600829602692535,0.4399170397307465,0.0831488676073064,9.0,0,24.0
14,3,Gavin DeGraw,0.5600829602692535,0.4399170397307465,0.08202016490242497,10.0,0,24.0
14,3,Melissa Gilbert,0.5600829602692535,0.4399170397307465,0.07717571165272247,11.0,1,24.0
14,4,Maria Menounos,0.5394118567930815,0.46058814320691854,0.11177121780384786,1.0,0,26.0
14,4,Roshon Fegan,0.5394118567930815,0.46058814320691854,0.11177121780384786,1.0,0,26.0
14,4,Donald Driver,0.5394118567930815,0.46058814320691854,0.11143291860385662,3.0,0,27.0
14,4,Katherine Jenkins,0.5394118567930815,0.46058814320691854,0.10370397652538002,4.0,0,24.0
14,4,Jaleel White,0.5394118567930815,0.46058814320691854,0.10234959245146552,5.0,0,22.0
14,4,William Levy,0.5394118567930815,0.46058814320691854,0.10122532776472505,6.0,0,22.0
14,4,Gavin DeGraw,0.5394118567930815,0.46058814320691854,0.0970681094130299,7.0,0,23.0
14,4,Melissa Gilbert,0.5394118567930815,0.46058814320691854,0.08927062983879407,8.0,0,22.0
14,4,Sherri Sheperd,0.5394118567930815,0.46058814320691854,0.08850809350505434,9.0,0,21.0
