season,week,celebrity_name,weight_audience,weight_judge,combined_score_adaptive,adaptive_rank,pred_eliminated_adaptive,judge_total_score
18,3,Amy Purdy,0.5600829602692535,0.4399170397307465,0.11722760406951441,3.0,0,36.0
18,3,Danica McKellar,0.5600829602692535,0.4399170397307465,0.11722760406951441,3.0,0,36.0
18,3,Charlie White,0.5600829602692535,0.4399170397307465,0.11459075364286692,5.0,0,36.0
18,3,Cody Simpson,0.5600829602692535,0.4399170397307465,0.10997757671804696,6.0,0,35.0
18,3,Candace Cameron Bure,0.5600829602692535,0.4399170397307465,0.10299366361332593,7.0,0,32.0
18,3,NeNe Leakes,0.5600829602692535,0.4399170397307465,0.09845397842273737,8.0,0,31.0
18,3,Drew Carey,0.5600829602692535,0.4399170397307465,0.0980116435257378,9.0,0,30.0
18,4,James Maslow,0.5394118567930815,0.46058814320691854,0.12193279360944484,1.0,0,35.0
18,4,Meryl Davis,0.5394118567930815,0.46058814320691854,0.12087119477309363,2.0,0,39.0
18,4,Charlie White,0.5394118567930815,0.46058814320691854,0.11815075011177079,3.0,0,33.0
18,4,Amy Purdy,0.5394118567930815,0.46058814320691854,0.11738794405690345,4.0,0,34.0
18,4,Danica McKellar,0.5394118567930815,0.46058814320691854,0.113290394853238,5.0,0,32.0
18,4,Drew Carey,0.5394118567930815,0.46058814320691854,0.1078778124891011,6.0,0,33.0
18,4,Cody Simpson,0.5394118567930815,0.46058814320691854,0.10347712383019003,7.0,0,31.0
18,4,NeNe Leakes,0.5394118567930815,0.46058814320691854,0.10149444837101512,8.0,0,32.0
18,4,Candace Cameron Bure,0.5394118567930815,0.46058814320691854,0.09551753790508791,9.0,0,28.0
18,5,James Maslow,0.5138002665136382,0.4861997334863618,0.12324570746774366,1.0,0,40.0
18,5,Danica McKellar,0.5138002665136382,0.4861997334863618,0.12313757177964127,2.0,0,39.0
18,5,Charlie White,0.5138002665136382,0.4861997334863618,0.11980867732662598,3.0,0,37.0
18,5,Amy Purdy,0.5138002665136382,0.4861997334863618,0.11929735590925164,4.0,0,37.0
18,5,Meryl Davis,0.5138002665136382,0.4861997334863618,0.11845229510602312,5.0,0,36.0
18,5,NeNe Leakes,0.5138002665136382,0.4861997334863618,0.10683633871975824,6.0,0,36.0
18,5,Cody Simpson,0.5138002665136382,0.4861997334863618,0.10121675396954449,7.0,0,34.0
18,5,Candace Cameron Bure,0.5138002665136382,0.4861997334863618,0.09785880541560811,8.0,0,35.0
18,5,Drew Carey,0.5138002665136382,0.4861997334863618,0.0901464943056525,9.0,1,28.0
18,6,Meryl Davis,0.4861997334863619,0.5138002665136381,0.141267699918942,1.0,0,40.0
18,6,Amy Purdy,0.4861997334863619,0.5138002665136381,0.13943678562144657,2.0,0,38.0
18,6,James Maslow,0.4861997334863619,0.5138002665136381,0.13588208974605948,3.0,0,35.0
18,6,Danica McKellar,0.4861997334863619,0.5138002665136381,0.13167144167212053,4.0,0,36.0
18,6,Charlie White,0.4861997334863619,0.5138002665136381,0.13103314911631722,5.0,0,36.0
18,6,NeNe Leakes,0.4861997334863619,0.5138002665136381,0.1183489627495937,6.0,0,33.0
18,6,Drew Carey,0.4861997334863619,0.5138002665136381,0.1054853442302579,7.0,0,32.0
18,6,Candace Cameron Bure,0.4861997334863619,0.5138002665136381,0.09687452694508047,8.0,1,32.0
18,7,Meryl Davis,0.4605881432069186,0.5394118567930815,0.15894911555379682,1.0,0,39.0
18,7,Amy Purdy,0.4605881432069186,0.5394118567930815,0.15273405397840228,2.0,0,37.5
18,7,Charlie White,0.4605881432069186,0.5394118567930815,0.14934037642701123,3.0,0,35.5
18,7,Danica McKellar,0.4605881432069186,0.5394118567930815,0.1485998553453189,4.0,0,36.0
18,7,James Maslow,0.4605881432069186,0.5394118567930815,0.14401195990652094,5.0,0,35.0
18,7,NeNe Leakes,0.4605881432069186,0.5394118567930815,0.12462867840764617,7.0,1,33.0
18,7,Candace Cameron Bure,0.4605881432069186,0.5394118567930815,0.12173596038109057,7.0,0,37.0
18,8,Amy Purdy,0.43991703973074653,0.5600829602692534,0.1775334910687187,1.0,0,40.0
18,8,Danica McKellar,0.43991703973074653,0.5600829602692534,0.1742852652274285,2.0,0,38.0
18,8,Charlie White,0.43991703973074653,0.5600829602692534,0.1742690226214245,3.0,0,40.0
18,8,Meryl Davis,0.43991703973074653,0.5600829602692534,0.17150258622818176,4.0,0,36.0
18,8,James Maslow,0.43991703973074653,0.5600829602692534,0.16912992629437623,5.0,0,36.0
18,8,Candace Cameron Bure,0.43991703973074653,0.5600829602692534,0.1332797085596225,6.0,1,36.0
18,9,Amy Purdy,0.42503207991499947,0.5749679200850005,0.21678852651941588,1.0,0,39.0
18,9,Meryl Davis,0.42503207991499947,0.5749679200850005,0.21580835717630698,2.0,0,40.0
18,9,Charlie White,0.42503207991499947,0.5749679200850005,0.2051216841877757,3.0,0,38.0
18,9,James Maslow,0.42503207991499947,0.5749679200850005,0.203551793152627,4.0,0,38.0
18,9,Candace Cameron Bure,0.42503207991499947,0.5749679200850005,0.1587296389635734,5.0,1,36.0
18,10,Amy Purdy,0.4151716360042487,0.5848283639957512,0.3018964571175656,1.0,0,29.666600000000003
18,10,Candace Cameron Bure,0.4151716360042487,0.5848283639957512,0.13260571970693658,4.0,1,25.9998
18,10,James Maslow,0.4151716360042487,0.5848283639957512,0.27257113941667044,4.0,1,29.0
18,10,Meryl Davis,0.4151716360042487,0.5848283639957512,0.2929266837583173,4.0,1,30.0
19,1,Jonathan Bennett,0.5848283639957513,0.41517163600424867,0.08228680244065807,1.0,0,30.0
19,1,Randy Couture,0.5848283639957513,0.41517163600424867,0.08183073596753737,2.0,0,31.0
19,1,Bethany Mota,0.5848283639957513,0.41517163600424867,0.08137466949441668,3.0,0,32.0
19,1,Lea Thompson,0.5848283639957513,0.41517163600424867,0.08137466949441668,3.0,0,32.0
19,1,Janel Parrish,0.5848283639957513,0.41517163600424867,0.08087758913965554,5.0,0,29.0
19,1,Tavis Smiley,0.5848283639957513,0.41517163600424867,0.08087758913965554,5.0,0,29.0
19,1,Sadie Robertson,0.5848283639957513,0.41517163600424867,0.08046253654817531,7.0,0,34.0
19,1,Alfonso Ribeiro,0.5848283639957513,0.41517163600424867,0.07955040360193393,8.0,0,36.0
19,1,Tommy Chong,0.5848283639957513,0.41517163600424867,0.07737701779799182,9.0,0,27.0
19,1,Antonio Sabato Jr.,0.5848283639957513,0.41517163600424867,0.07144520987511513,10.0,0,25.0
19,1,Michael Waltrip,0.5848283639957513,0.41517163600424867,0.07144520987511513,10.0,0,25.0
19,1,Lolo Jones,0.5848283639957513,0.41517163600424867,0.06769650785208424,12.0,0,22.0
19,1,Betsey Johnson,0.5848283639957513,0.41517163600424867,0.06340105877313298,13.0,1,20.0
19,2,Alfonso Ribeiro,0.5761594155955765,0.4238405844044235,0.09027397185595558,1.0,0,32.0
19,2,Sadie Robertson,0.5761594155955765,0.4238405844044235,0.09016610912525061,2.0,0,31.0
19,2,Janel Parrish,0.5761594155955765,0.4238405844044235,0.09011404075479795,3.0,0,34.0
19,2,Lea Thompson,0.5761594155955765,0.4238405844044235,0.08969327050286041,4.0,0,35.0
19,2,Bethany Mota,0.5761594155955765,0.4238405844044235,0.08871358397303478,5.0,0,33.0
19,2,Antonio Sabato Jr.,0.5761594155955765,0.4238405844044235,0.08645230756992775,6.0,0,31.0
19,2,Jonathan Bennett,0.5761594155955765,0.4238405844044235,0.08494730604079484,7.0,0,30.0
19,2,Randy Couture,0.5761594155955765,0.4238405844044235,0.08104087489230136,8.0,0,28.0
19,2,Tavis Smiley,0.5761594155955765,0.4238405844044235,0.0784152025127188,9.0,0,28.0
19,2,Betsey Johnson,0.5761594155955765,0.4238405844044235,0.0782100143749726,10.0,0,28.0
19,2,Tommy Chong,0.5761594155955765,0.4238405844044235,0.07793686145475748,11.0,0,28.0
19,2,Michael Waltrip,0.5761594155955765,0.4238405844044235,0.06403645694251078,12.0,1,24.0
19,3,Tommy Chong,0.5635148952387288,0.4364851047612712,0.1001067247286267,1.0,0,34.0
19,3,Bethany Mota,0.5635148952387288,0.4364851047612712,0.09794757814808569,2.0,0,40.0
19,3,Janel Parrish,0.5635148952387288,0.4364851047612712,0.09794757814808569,2.0,0,40.0
19,3,Lea Thompson,0.5635148952387288,0.4364851047612712,0.09705751622119538,4.0,0,31.0
19,3,Alfonso Ribeiro,0.5635148952387288,0.4364851047612712,0.09591066642602616,5.0,0,32.0
19,3,Sadie Robertson,0.5635148952387288,0.4364851047612712,0.09381158432585503,6.0,0,32.0
19,3,Jonathan Bennett,0.5635148952387288,0.4364851047612712,0.0928024194678797,7.0,0,32.0
19,3,Antonio Sabato Jr.,0.5635148952387288,0.4364851047612712,0.0882160498897951,8.0,0,29.0
19,3,Betsey Johnson,0.5635148952387288,0.4364851047612712,0.08665176799256072,9.0,0,29.0
19,3,Randy Couture,0.5635148952387288,0.4364851047612712,0.08165781651919535,11.0,1,26.0
19,3,Michael Waltrip,0.5635148952387288,0.4364851047612712,0.06789029813257072,11.0,0,28.0
19,4,Janel Parrish,0.546211715726001,0.453788284273999,0.11190161209814956,1.0,0,36.0
19,4,Lea Thompson,0.546211715726001,0.453788284273999,0.11103514242817425,2.0,0,39.0
19,4,Sadie Robertson,0.546211715726001,0.453788284273999,0.11094667481966823,3.0,0,37.0
19,4,Alfonso Ribeiro,0.546211715726001,0.453788284273999,0.11074631920484915,4.0,0,40.0
19,4,Bethany Mota,0.546211715726001,0.453788284273999,0.10785911724654307,5.0,0,33.0
19,4,Antonio Sabato Jr.,0.546211715726001,0.453788284273999,0.09934944043792727,6.0,0,29.0
